Date,effected-Syllhet,Rainfall,Humidity,Temparature,Sunshine,Windspeed
03-06-24,0.0,119.0,90.5,25.8,1.4,4.05
04-06-24,0.0,35.0,92.5,25.7,0.15,3.05
05-06-24,0.0,143.0,81.0,27.5,5.65,2.35
06-06-24,0.0,7.0,83.0,28.049999999999997,4.0,3.9
07-06-24,0.0,1.0,81.0,28.65,5.95,2.6
08-06-24,0.0,0.0,84.0,28.1,1.7000000000000002,5.0
09-06-24,0.0,140.0,91.5,25.7,0.0,3.75
10-06-24,0.0,41.5,90.5,27.0,0.75,2.5
11-06-24,0.0,78.0,83.0,29.7,3.8,3.5
12-06-24,0.0,85.0,87.0,28.65,1.95,3.35
13-06-24,0.0,9.5,92.5,25.95,0.0,4.5
14-06-24,0.0,111.5,90.5,26.75,0.1,8.3
15-06-24,0.0,48.0,91.0,25.6,0.0,4.0
16-06-24,0.0,41.0,89.5,26.35,0.0,3.3
17-06-24,0.0,87.0,92.0,26.15,0.0,3.6
18-06-24,0.0,77.5,94.0,24.5,0.0,3.5
19-06-24,0.0,118.0,93.0,24.5,0.0,6.85
20-06-24,0.0,76.5,89.5,26.65,0.4,4.0
21-06-24,0.0,11.0,84.0,29.3,3.15,3.75
22-06-24,0.0,1.5,84.0,28.85,3.5,4.0
23-06-24,0.0,4.0,85.5,29.5,4.65,3.35
24-06-24,0.0,5.5,85.5,29.35,2.15,3.75
25-06-24,0.0,28.5,87.5,29.15,3.5500000000000003,3.5
26-06-24,0.0,7.0,86.5,29.299999999999997,4.0,2.85
27-06-24,0.0,32.5,87.5,28.3,1.75,2.5
28-06-24,0.0,24.5,87.0,28.4,1.5,3.0
29-06-24,0.0,15.5,88.5,28.2,0.95,2.25
30-06-24,0.0,12.0,89.0,28.2,0.6,3.3499999999999996
01-07-24,0.0,45.0,95.5,26.75,0.0,2.7
02-07-24,0.0,169.5,92.0,27.299999999999997,0.2,2.5
03-07-24,0.0,38.5,86.0,28.049999999999997,2.1,3.35
04-07-24,0.0,9.0,85.0,28.15,2.3499999999999996,3.7
05-07-24,0.0,13.5,89.0,27.5,0.95,3.2
06-07-24,0.0,11.5,86.5,28.9,2.0,2.4
07-07-24,0.0,4.0,82.0,29.55,2.3,2.9
08-07-24,0.0,18.0,90.0,28.35,0.75,3.4
09-07-24,0.0,15.5,84.0,29.1,1.95,3.15
10-07-24,0.0,24.0,89.5,27.85,0.6,2.5
11-07-24,0.0,60.5,84.0,28.95,4.05,3.2
12-07-24,0.0,11.0,86.5,28.2,1.7,3.25
13-07-24,0.0,45.5,86.0,28.700000000000003,2.75,3.0
14-07-24,0.0,12.5,83.5,29.9,3.75,3.1
15-07-24,0.0,15.5,82.5,30.200000000000003,7.5,1.95
16-07-24,0.0,43.0,82.5,30.15,4.95,2.7
17-07-24,0.0,6.5,82.0,30.6,6.4,2.4
18-07-24,0.0,0.5,79.0,31.45,9.649999999999999,2.0
19-07-24,0.0,39.5,80.5,30.8,8.0,2.5
20-07-24,0.0,31.0,79.5,29.95,6.4,2.5
21-07-24,0.0,9.0,81.5,29.55,5.8,2.4
22-07-24,0.0,4.0,82.0,28.700000000000003,1.3,3.2
23-07-24,0.0,3.0,86.0,28.4,2.7,3.0
24-07-24,0.0,15.0,80.0,30.1,7.15,2.35
25-07-24,0.0,2.5,76.0,31.15,8.899999999999999,2.15
26-07-24,0.0,13.5,72.0,32.400000000000006,9.05,6.1
27-07-24,0.0,7.5,73.0,32.2,9.7,2.3
28-07-24,0.0,2.0,76.0,31.45,9.25,2.65
29-07-24,0.0,6.5,83.5,29.4,3.15,4.0
30-07-24,0.0,6.5,82.0,29.25,2.75,2.65
31-07-24,0.0,38.5,86.5,28.549999999999997,4.5,2.65
01-08-24,0.0,11.0,89.0,27.299999999999997,0.15000000000000002,4.25
02-08-24,0.0,28.5,95.5,26.15,0.0,2.9
03-08-24,0.0,21.0,88.0,27.700000000000003,0.5,3.5
04-08-24,0.0,24.0,86.5,28.0,5.0,2.5
05-08-24,0.0,48.0,88.0,28.0,1.25,3.5
06-08-24,0.0,28.5,85.5,28.2,2.95,2.85
07-08-24,0.0,15.5,84.5,28.4,3.0,3.5
08-08-24,0.0,8.0,85.0,27.75,1.05,3.0
09-08-24,0.0,6.5,84.0,27.799999999999997,1.8499999999999999,4.5
10-08-24,0.0,9.0,84.0,28.5,2.5,2.4
11-08-24,0.0,6.5,88.5,27.799999999999997,1.95,3.8
12-08-24,0.0,17.0,92.5,27.1,0.0,2.25
13-08-24,0.0,37.0,83.5,29.200000000000003,3.2,3.1
14-08-24,0.0,53.5,80.0,29.65,8.25,2.5
15-08-24,0.0,4.5,81.5,29.35,6.0,2.85
16-08-24,0.0,33.5,90.0,27.5,0.2,2.5
17-08-24,0.0,11.0,91.0,27.049999999999997,0.1,2.9
18-08-24,0.0,4.5,83.5,28.6,1.7,2.15
19-08-24,0.0,11.0,92.5,26.25,0.0,6.65
20-08-24,0.0,181.0,92.5,26.200000000000003,0.0,3.9
21-08-24,0.0,29.5,95.5,25.65,0.0,3.1
22-08-24,0.0,80.5,91.5,26.4,0.0,2.6
23-08-24,0.0,2.5,81.5,29.1,4.6,3.0
24-08-24,0.0,10.0,84.5,28.450000000000003,7.1000000000000005,2.4
25-08-24,0.0,20.5,83.0,28.200000000000003,6.35,3.5
26-08-24,0.0,1.0,84.5,28.55,3.95,2.4
27-08-24,0.0,13.0,81.5,29.15,7.0,2.5
28-08-24,0.0,0.0,84.5,29.1,5.050000000000001,2.75
29-08-24,0.0,0.0,79.0,29.65,6.300000000000001,2.5
30-08-24,0.0,0.5,80.0,30.15,9.35,2.0
31-08-24,0.0,21.0,85.0,29.15,3.25,2.0
01-09-24,0.0,9.5,89.5,27.6,3.45,2.5
02-09-24,0.0,2.5,80.5,29.85,9.9,2.25
03-09-24,0.0,11.5,84.0,29.2,3.1,2.0
04-09-24,0.0,0.0,85.0,29.200000000000003,5.1,2.25
05-09-24,0.0,13.0,84.5,29.1,3.35,2.75
06-09-24,0.0,0.5,78.5,30.5,6.95,4.0
07-09-24,0.0,0.0,78.5,30.5,10.25,3.25
08-09-24,0.0,7.5,79.5,30.5,9.25,2.25
09-09-24,0.0,0.0,80.5,30.200000000000003,6.45,3.75
10-09-24,0.0,1.5,80.0,30.3,4.300000000000001,2.5
11-09-24,0.0,2.0,79.0,30.65,6.25,2.5
12-09-24,0.0,0.0,66.0,31.450000000000003,10.6,3.65
13-09-24,0.0,0.0,66.0,30.75,6.3,3.75
14-09-24,0.0,0.0,75.5,28.950000000000003,0.3,3.25
15-09-24,0.0,0.0,83.0,28.05,0.0,2.85
16-09-24,0.0,0.0,75.0,30.15,4.4,3.0
17-09-24,0.0,0.0,76.0,30.65,8.8,3.75
18-09-24,0.0,0.0,78.0,31.3,6.65,3.6
19-09-24,0.0,0.0,78.5,31.65,7.800000000000001,2.25
20-09-24,0.0,2.5,76.5,32.3,7.75,2.5
21-09-24,0.0,0.0,90.0,27.1,4.3999999999999995,4.5
22-09-24,0.0,11.5,80.5,30.1,9.55,2.25
23-09-24,12.0,0.0,77.5,31.8,7.800000000000001,3.1
24-09-24,2.0,0.0,81.5,29.1,4.95,1.5
25-09-24,0.0,23.5,94.0,26.0,0.2,2.65
26-09-24,0.0,44.0,90.0,26.85,0.25,2.0
27-09-24,0.0,5.5,82.0,28.6,6.3999999999999995,5.0
28-09-24,6.0,1.5,85.5,28.3,3.25,2.5
29-09-24,0.0,16.0,92.5,27.6,0.0,4.75
30-09-24,0.0,67.5,87.0,29.1,3.5,3.65
01-10-24,12.0,71.0,90.5,27.85,0.0,2.5
02-10-24,4.0,11.0,84.0,29.1,6.3,2.5
03-10-24,6.0,6.0,91.0,26.75,0.0,2.35
04-10-24,1.0,4.0,89.0,26.9,0.6,4.0
05-10-24,9.0,65.5,94.0,25.85,0.0,1.5
06-10-24,7.0,37.5,86.0,27.75,4.25,2.0
07-10-24,2.0,4.0,88.0,27.700000000000003,2.75,2.5
08-10-24,4.0,0.5,92.5,25.8,1.25,1.5
09-10-24,3.0,5.0,88.5,26.950000000000003,3.3,1.75
10-10-24,0.0,2.0,86.5,27.4,2.05,1.75
11-10-24,0.0,12.0,91.5,25.65,0.7,2.0
12-10-24,4.0,12.0,87.0,27.299999999999997,3.15,1.75
13-10-24,1.0,3.0,87.0,27.2,2.75,2.0
14-10-24,5.0,0.0,84.0,27.299999999999997,4.45,1.0
15-10-24,6.0,0.0,85.0,26.85,1.6,2.0
16-10-24,4.0,0.0,83.5,27.3,4.949999999999999,2.0
17-10-24,4.0,0.0,82.5,26.75,3.55,1.85
18-10-24,4.0,0.5,82.0,26.4,1.65,1.5
19-10-24,2.0,6.5,87.0,26.45,2.8,1.5
20-10-24,7.0,1.5,83.0,27.15,7.5,2.75
21-10-24,3.0,0.0,81.0,27.9,7.8999999999999995,1.5
22-10-24,4.0,0.0,76.0,29.05,9.5,2.0
23-10-24,5.0,3.0,87.0,26.3,0.0,3.0
24-10-24,5.0,5.5,85.0,25.1,0.65,2.0
25-10-24,2.0,5.5,78.5,27.2,6.45,2.1
26-10-24,5.0,0.0,83.0,27.65,4.95,1.25
27-10-24,4.0,0.0,83.0,27.55,7.3999999999999995,2.0
28-10-24,4.0,0.0,82.0,27.45,9.45,3.0
29-10-24,2.0,0.0,80.5,27.6,8.65,2.25
30-10-24,2.0,0.0,87.0,26.85,3.25,1.7
31-10-24,5.0,5.5,88.0,26.65,1.8,1.1
01-11-24,5.0,8.5,84.5,26.6,7.050000000000001,1.5
02-11-24,5.0,0.0,83.5,26.1,7.0,1.65
03-11-24,9.0,0.0,82.5,26.5,8.5,2.0
04-11-24,4.0,0.0,82.0,27.0,8.45,1.5
05-11-24,0.0,0.5,78.5,25.85,7.45,2.25
06-11-24,5.0,3.0,84.0,24.1,1.85,2.0
07-11-24,4.0,0.0,76.5,24.75,9.0,2.0
08-11-24,3.0,0.0,74.5,24.5,9.05,2.15
09-11-24,2.0,0.0,75.0,24.45,9.75,2.5
10-11-24,5.0,0.0,76.5,25.0,9.8,1.75
11-11-24,3.0,0.0,74.5,25.799999999999997,9.6,1.5
12-11-24,4.0,0.0,74.5,25.45,8.75,2.35
13-11-24,6.0,0.0,77.5,24.45,9.2,2.1
14-11-24,4.0,0.0,78.0,24.4,9.4,2.0
15-11-24,5.0,0.0,78.5,24.1,9.3,1.5
16-11-24,1.0,0.0,80.0,23.9,9.05,1.5
17-11-24,9.0,0.0,80.0,23.15,9.0,2.25
18-11-24,4.0,0.0,78.0,22.6,9.05,2.5
19-11-24,5.0,0.0,76.0,23.0,9.35,1.65
20-11-24,7.0,0.0,79.0,23.700000000000003,8.850000000000001,2.25
21-11-24,11.0,0.0,80.5,22.7,8.45,1.5
22-11-24,1.0,0.0,79.5,21.55,7.35,1.5
23-11-24,1.0,0.0,80.0,21.05,7.05,1.5
24-11-24,9.0,0.0,81.5,20.85,6.2,2.0
25-11-24,1.0,0.0,79.0,21.4,7.85,1.5
26-11-24,1.0,0.0,80.0,21.450000000000003,7.95,2.5
27-11-24,16.0,0.0,76.5,21.0,7.9,2.75
28-11-24,4.0,0.0,77.0,22.3,7.8999999999999995,2.0
29-11-24,0.0,0.0,78.0,23.8,8.55,2.25
30-11-24,0.0,0.0,74.0,24.25,8.6,1.75
01-12-24,8.0,0.0,79.5,23.049999999999997,7.050000000000001,2.0
02-12-24,2.0,0.0,80.5,22.4,7.4,2.0
03-12-24,1.0,0.0,79.0,21.5,6.55,2.5
04-12-24,9.0,0.0,79.0,20.6,7.5,2.25
05-12-24,2.0,0.0,80.0,20.25,6.1,2.25
06-12-24,1.0,0.0,84.5,19.6,2.8499999999999996,1.5
07-12-24,4.0,0.0,89.0,18.450000000000003,2.9,2.0
08-12-24,2.0,0.0,84.5,18.5,6.0,2.0
09-12-24,3.0,0.0,82.5,19.799999999999997,5.65,2.5
10-12-24,0.0,0.0,83.5,18.9,5.55,2.0
11-12-24,2.0,0.0,88.0,17.8,4.0,1.0
12-12-24,0.0,0.0,89.0,17.799999999999997,4.5,2.0
13-12-24,2.0,0.0,91.5,18.049999999999997,2.3,1.85
14-12-24,1.0,0.0,85.0,18.1,5.5,1.5
15-12-24,2.0,0.0,77.0,17.9,8.25,2.25
16-12-24,1.0,0.0,70.0,19.6,6.75,2.6
17-12-24,1.0,0.0,70.5,21.299999999999997,7.2,1.5
18-12-24,2.0,0.0,76.5,20.4,6.35,1.5
19-12-24,1.0,0.0,81.0,18.95,5.15,1.5
20-12-24,0.0,0.0,83.0,18.5,3.35,1.75
21-12-24,0.0,0.0,91.0,17.299999999999997,0.1,1.5
22-12-24,0.0,0.0,79.0,18.4,6.85,2.5
23-12-24,0.0,0.0,75.0,18.2,7.95,1.5
24-12-24,1.0,0.0,74.0,18.65,8.35,2.5
25-12-24,1.0,0.0,77.5,18.55,3.6500000000000004,3.0
26-12-24,0.0,0.0,79.0,19.299999999999997,7.3,1.75
27-12-24,1.0,0.0,78.0,19.049999999999997,7.0,1.75
28-12-24,0.0,0.0,77.0,19.35,7.2,1.0
29-12-24,0.0,0.0,78.5,19.15,6.15,2.0
30-12-24,0.0,0.0,79.0,19.25,7.25,2.5
31-12-24,0.0,0.0,87.0,18.5,5.1,2.0
