Date,effected-people-per-day,daily-effected-Inside-Dhaka,daily-effected-Outside-Dhaka,Dengue-Fever-effected,Dengue-Hemrogic-effected,Dengue-Shock-Syndrome-effected,total-effected-Inside-Dhaka,total-effected-Outside-Dhaka,total-effected-people ,discharged-per-day-Inside-Dhaka,discharged-per-day-Outside-Dhaka ,Total-discharged-in-24 -hrs,total-discharged-Inside-Dhaka,total-discharged-Outside-Dhaka,Total-discharged-people,currently-admitted-people-Inside-Dhaka,currently-admitted-people-Outside-Dhaka,Total-currently-admitted-people,Death-in-24-hrs,total-death-Inside Dhaka,total-death-Outside-Dhaka,Total-death
01-01-22,4,2,2,4,0,0,2,2,4,,,,,,,24,28,52,0,0,0,0
02-01-22,11,7,4,11,0,0,9,6,15,,,,,,,32,32,64,0,0,0,0
03-01-22,29,4,25,29,0,0,13,31,44,,,,,,,30,32,62,0,0,0,0
04-01-22,4,2,2,4,0,0,15,33,48,,,,,,,29,18,47,0,0,0,0
05-01-22,4,2,2,4,0,0,17,35,52,,,,,,,30,18,48,0,0,0,0
06-01-22,9,3,6,9,0,0,20,41,61,,,,,,,30,22,52,0,0,0,0
07-01-22,1,1,0,1,0,0,21,41,62,,,,,,,31,21,52,0,0,0,0
08-01-22,2,2,0,2,0,0,23,41,64,,,,,,,28,20,48,0,0,0,0
09-01-22,7,4,3,7,0,0,27,44,71,,,,,,,28,15,43,0,0,0,0
10-01-22,3,2,1,3,0,0,29,45,74,,,,,,,26,16,42,0,0,0,0
11-01-22,3,3,0,3,0,0,32,45,77,,,,,,,27,16,43,0,0,0,0
12-01-22,14,0,14,14,0,0,32,59,91,,,,,,,22,17,39,0,0,0,0
13-01-22,3,3,0,3,0,0,35,59,94,,,,,,,24,11,35,0,0,0,0
14-01-22,1,1,0,1,0,0,36,59,95,,,,,,,23,11,34,0,0,0,0
15-01-22,5,3,2,5,0,0,39,61,100,,,,,,,24,11,35,0,0,0,0
16-01-22,2,2,0,2,0,0,41,61,102,,,,,,,23,11,34,0,0,0,0
17-01-22,2,2,0,2,0,0,43,61,104,,,,,,,21,11,32,0,0,0,0
18-01-22,4,3,1,4,0,0,46,62,108,,,,,,,19,7,26,0,0,0,0
19-01-22,7,5,2,7,0,0,51,64,115,,,,,,,19,9,28,0,0,0,0
20-01-22,1,1,0,1,0,0,52,64,116,,,,33,56,89,19,8,27,0,0,0,0
21-01-22,0,0,0,0,0,0,52,64,116,4,0,4,37,56,93,15,8,23,0,0,0,0
22-01-22,0,0,0,0,0,0,52,64,116,4,0,4,41,56,97,11,8,19,0,0,0,0
23-01-22,2,1,1,2,0,0,53,65,118,5,1,6,46,57,103,7,8,15,0,0,0,0
24-01-22,3,2,1,3,0,0,55,66,121,1,7,8,47,64,111,8,2,10,0,0,0,0
25-01-22,1,1,0,1,0,0,56,66,122,1,0,1,48,64,112,8,2,10,0,0,0,0
26-01-22,0,0,0,0,0,0,56,66,122,4,0,4,52,64,116,4,2,6,0,0,0,0
27-01-22,1,1,0,1,0,0,57,66,123,2,0,2,54,64,118,3,2,5,0,0,0,0
28-01-22,2,2,0,2,0,0,59,66,125,1,0,1,55,64,119,4,2,6,0,0,0,0
29-01-22,0,0,0,0,0,0,59,66,125,1,0,1,56,64,120,3,2,5,0,0,0,0
30-01-22,0,0,0,0,0,0,59,66,125,1,0,1,57,64,121,2,2,4,0,0,0,0
31-01-22,1,0,1,1,0,0,59,67,126,1,2,3,58,66,124,1,1,2,0,0,0,0
01-02-22,0,0,0,0,0,0,59,67,126,1,0,0,59,66,125,0,1,1,0,0,0,0
02-02-22,2,2,0,2,0,0,61,67,128,0,0,0,59,66,125,2,1,3,0,0,0,0
03-02-22,2,2,0,2,0,0,63,67,130,0,0,0,59,66,125,4,1,5,0,0,0,0
04-02-22,0,0,0,0,0,0,63,67,130,0,0,0,59,66,125,4,1,5,0,0,0,0
05-02-22,2,2,0,2,0,0,65,67,132,1,0,1,60,66,126,5,1,6,0,0,0,0
06-02-22,1,1,0,1,0,0,66,67,133,3,0,3,63,66,129,3,1,4,0,0,0,0
07-02-22,0,0,0,0,0,0,66,67,133,1,1,2,64,67,131,2,0,2,0,0,0,0
08-02-22,0,0,0,0,0,0,66,67,133,0,0,0,64,67,131,2,0,2,0,0,0,0
09-02-22,0,0,0,0,0,0,66,67,133,0,0,0,64,67,131,2,0,2,0,0,0,0
10-02-22,0,0,0,0,0,0,66,67,133,1,0,0,65,67,132,1,0,1,0,0,0,0
11-02-22,0,0,0,0,0,0,66,67,133,0,0,0,65,67,132,1,0,1,0,0,0,0
12-02-22,5,1,4,5,0,0,67,71,138,0,0,0,65,67,132,2,4,6,0,0,0,0
13-02-22,1,1,0,1,0,0,68,71,139,1,1,2,66,68,134,2,3,5,0,0,0,0
14-02-22,2,0,2,2,0,0,68,73,141,0,0,0,66,68,134,2,5,7,0,0,0,0
15-02-22,1,0,1,1,0,0,68,74,142,0,0,0,66,68,134,2,6,8,0,0,0,0
16-02-22,0,0,0,0,0,0,68,74,142,1,1,2,67,69,136,1,5,6,0,0,0,0
17-02-22,0,0,0,0,0,0,68,74,142,0,2,2,67,71,138,1,3,4,0,0,0,0
18-02-22,0,0,0,0,0,0,68,74,142,0,0,0,67,71,138,1,3,4,0,0,0,0
19-02-22,0,0,0,0,0,0,68,74,142,0,1,1,67,72,139,1,2,3,0,0,0,0
20-02-22,0,0,0,0,0,0,68,74,142,0,1,1,67,73,140,1,1,2,0,0,0,0
21-02-22,0,0,0,0,0,0,68,74,142,0,0,0,67,73,140,1,1,2,0,0,0,0
22-02-22,2,0,2,2,0,0,68,76,144,1,2,3,68,75,143,0,1,1,0,0,0,0
23-02-22,2,1,1,2,0,0,69,77,146,0,0,0,68,75,143,1,2,3,0,0,0,0
24-02-22,0,0,0,0,0,0,69,77,146,0,0,0,68,75,143,1,2,3,0,0,0,0
25-02-22,0,0,0,0,0,0,69,77,146,0,0,0,68,75,143,1,2,3,0,0,0,0
26-02-22,0,0,0,0,0,0,69,77,146,0,0,0,68,75,143,1,2,3,0,0,0,0
27-02-22,0,0,0,0,0,0,69,77,146,1,0,1,69,75,144,0,2,2,0,0,0,0
28-02-22,0,0,0,0,0,0,69,77,146,0,0,0,69,75,144,0,2,2,0,0,0,0
01-03-22,0,0,0,0,0,0,69,77,146,0,1,1,69,76,145,0,1,1,0,0,0,0
02-03-22,1,1,0,1,0,0,70,77,147,0,0,0,69,76,145,1,1,2,0,0,0,0
03-03-22,0,0,0,0,0,0,70,77,147,1,0,1,70,76,146,0,1,1,0,0,0,0
04-03-22,0,0,0,0,0,0,70,77,147,0,0,0,70,76,146,0,1,1,0,0,0,0
05-03-22,0,0,0,0,0,0,70,77,147,0,0,0,70,76,146,0,1,1,0,0,0,0
06-03-22,3,1,2,3,0,0,71,79,150,0,1,1,70,77,147,1,2,3,0,0,0,0
07-03-22,0,0,0,0,0,0,71,79,150,1,0,1,71,77,148,0,2,2,0,0,0,0
08-03-22,0,0,0,0,0,0,71,79,150,0,0,0,71,77,148,0,2,2,0,0,0,0
09-03-22,1,1,0,1,0,0,72,79,151,0,0,0,71,77,148,1,2,3,0,0,0,0
10-03-22,1,1,0,1,0,0,73,79,152,0,0,0,71,77,148,2,2,4,0,0,0,0
11-03-22,2,2,0,2,0,0,75,79,154,0,0,0,71,77,148,4,2,6,0,0,0,0
12-03-22,0,0,0,0,0,0,75,79,154,0,0,0,71,77,148,4,2,6,0,0,0,0
13-03-22,0,0,0,0,0,0,75,79,154,0,0,0,71,77,148,4,2,6,0,0,0,0
14-03-22,0,0,0,0,0,0,75,79,154,0,0,0,71,77,148,4,2,6,0,0,0,0
15-03-22,0,0,0,0,0,0,75,79,154,2,0,2,73,77,150,2,2,4,0,0,0,0
16-03-22,1,0,1,1,0,0,75,80,155,0,0,0,73,77,150,2,3,5,0,0,0,0
17-03-22,0,0,0,0,0,0,75,80,155,2,0,2,75,77,152,0,3,3,0,0,0,0
18-03-22,0,0,0,0,0,0,75,80,155,0,0,0,75,77,152,0,3,3,0,0,0,0
19-03-22,0,0,0,0,0,0,75,80,155,0,1,1,75,78,153,0,2,2,0,0,0,0
20-03-22,0,0,0,0,0,0,75,80,155,0,0,0,75,78,153,0,2,2,0,0,0,0
21-03-22,0,0,0,0,0,0,75,80,155,0,2,2,75,80,155,0,0,0,0,0,0,0
22-03-22,0,0,0,0,0,0,75,80,155,0,0,0,75,80,155,0,0,0,0,0,0,0
23-03-22,2,0,2,2,0,0,75,82,157,0,0,0,75,80,155,0,2,2,0,0,0,0
24-03-22,1,0,1,1,0,0,75,83,158,0,0,0,75,80,155,0,3,3,0,0,0,0
25-03-22,0,0,0,0,0,0,75,83,158,0,0,0,75,80,155,0,3,3,0,0,0,0
26-03-22,1,0,1,1,0,0,75,84,159,0,0,0,75,80,155,0,4,4,0,0,0,0
27-03-22,1,1,0,1,0,0,76,84,160,0,0,0,75,80,155,1,4,5,0,0,0,0
28-03-22,0,0,0,0,0,0,76,84,160,0,0,0,75,80,155,1,4,5,0,0,0,0
29-03-22,2,0,2,2,0,0,76,86,162,1,0,1,76,80,156,0,6,6,0,0,0,0
30-03-22,4,4,0,4,0,0,80,86,166,0,3,3,76,83,159,4,3,7,0,0,0,0
31-03-22,0,0,0,0,0,0,80,86,166,1,0,1,77,83,160,3,3,6,0,0,0,0
01-04-22,0,0,0,0,0,0,80,86,166,0,0,0,77,83,160,3,3,6,0,0,0,0
02-04-22,0,0,0,0,0,0,80,86,166,2,0,2,79,83,162,1,3,4,0,0,0,0
03-04-22,2,2,0,2,0,0,82,86,168,0,0,0,79,83,162,3,3,6,0,0,0,0
04-04-22,0,0,0,0,0,0,82,86,168,2,0,2,81,83,164,1,3,4,0,0,0,0
05-04-22,0,0,0,0,0,0,82,86,168,0,0,0,81,83,164,1,3,4,0,0,0,0
06-04-22,0,0,0,0,0,0,82,86,168,0,3,3,81,86,167,1,0,1,0,0,0,0
07-04-22,1,1,0,1,0,0,83,86,169,0,0,0,81,86,167,2,0,2,0,0,0,0
08-04-22,0,0,0,0,0,0,83,86,169,1,0,1,82,86,168,1,0,1,0,0,0,0
09-04-22,0,0,0,0,0,0,83,86,169,0,0,0,82,86,168,1,0,1,0,0,0,0
10-04-22,2,2,0,2,0,0,85,86,171,0,0,0,82,86,168,3,0,3,0,0,0,0
11-04-22,1,1,0,1,0,0,86,86,172,1,0,1,83,86,169,3,0,3,0,0,0,0
12-04-22,0,0,0,0,0,0,86,86,172,0,0,0,83,86,169,3,0,3,0,0,0,0
13-04-22,2,1,1,2,0,0,87,87,174,2,0,2,85,86,171,2,1,3,0,0,0,0
14-04-22,0,0,0,0,0,0,87,87,174,0,0,0,85,86,171,2,1,3,0,0,0,0
15-04-22,0,0,0,0,0,0,87,87,174,0,0,0,85,86,171,2,1,3,0,0,0,0
16-04-22,2,1,1,2,0,0,88,88,176,1,0,1,86,86,172,2,2,4,0,0,0,0
17-04-22,1,1,0,1,0,0,89,88,177,0,1,1,86,87,173,3,1,4,0,0,0,0
18-04-22,1,1,0,1,0,0,90,88,178,0,0,0,86,87,173,4,1,5,0,0,0,0
19-04-22,0,0,0,0,0,0,90,88,178,2,0,2,88,87,175,2,1,3,0,0,0,0
20-04-22,2,2,0,2,0,0,92,88,180,1,0,1,89,87,176,3,1,4,0,0,0,0
21-04-22,2,1,1,2,0,0,93,89,182,2,0,2,91,87,178,2,2,4,0,0,0,0
22-04-22,0,0,0,0,0,0,93,89,182,0,0,0,91,87,178,2,2,4,0,0,0,0
23-04-22,0,0,0,0,0,0,93,89,182,0,0,0,91,87,178,2,2,4,0,0,0,0
24-04-22,1,1,0,1,0,0,94,89,183,1,0,1,92,87,179,2,2,4,0,0,0,0
25-04-22,2,1,1,2,0,0,95,90,185,1,0,1,93,87,180,2,3,5,0,0,0,0
26-04-22,3,3,0,3,0,0,98,90,188,1,0,1,94,87,181,4,3,7,0,0,0,0
27-04-22,1,1,0,1,0,0,99,90,189,0,0,0,94,87,181,5,3,8,0,0,0,0
28-04-22,0,0,0,0,0,0,99,90,189,2,0,2,96,87,183,3,3,6,0,0,0,0
29-04-22,0,0,0,0,0,0,99,90,189,0,1,1,96,88,184,3,2,5,0,0,0,0
30-04-22,0,0,0,0,0,0,99,90,189,0,0,0,96,88,184,3,2,5,0,0,0,0
01-05-22,0,0,0,0,0,0,99,90,189,0,0,0,96,88,184,3,2,5,0,0,0,0
02-05-22,0,0,0,0,0,0,99,90,189,0,0,0,96,88,184,3,2,5,0,0,0,0
03-05-22,0,0,0,0,0,0,99,90,189,0,0,0,96,88,184,3,2,5,0,0,0,0
04-05-22,0,0,0,0,0,0,99,90,189,0,0,0,96,88,184,3,2,5,0,0,0,0
05-05-22,1,1,0,1,0,0,100,90,190,2,0,2,98,88,186,2,2,4,0,0,0,0
06-05-22,1,1,0,1,0,0,101,90,191,0,0,0,98,88,186,3,2,5,0,0,0,0
07-05-22,0,0,0,0,0,0,101,90,191,2,0,2,100,88,188,1,2,3,0,0,0,0
08-05-22,5,5,0,5,0,0,106,90,196,1,0,1,101,88,189,5,2,7,0,0,0,0
09-05-22,1,1,0,1,0,0,107,90,197,0,0,0,101,88,189,6,2,8,0,0,0,0
10-05-22,2,2,0,2,0,0,109,90,199,2,0,2,103,88,191,6,2,8,0,0,0,0
11-05-22,0,0,0,0,0,0,109,90,199,3,2,5,106,90,196,3,0,3,0,0,0,0
12-05-22,0,0,0,0,0,0,109,90,199,2,0,2,108,90,198,1,0,1,0,0,0,0
13-05-22,1,1,0,1,0,0,110,90,200,0,0,0,108,90,198,2,0,2,0,0,0,0
14-05-22,3,3,0,3,0,0,113,90,203,0,0,0,108,90,198,5,0,5,0,0,0,0
15-05-22,1,1,0,1,0,0,114,90,204,1,0,1,109,90,199,5,0,5,0,0,0,0
16-05-22,8,8,0,8,0,0,122,90,212,0,0,0,109,90,199,13,0,13,0,0,0,0
17-05-22,12,12,0,12,0,0,134,90,224,4,0,4,113,90,203,21,0,21,0,0,0,0
18-05-22,5,5,0,5,0,0,139,90,229,1,0,1,114,90,204,25,0,25,0,0,0,0
19-05-22,5,5,0,5,0,0,144,90,234,2,0,2,116,90,206,28,0,28,0,0,0,0
20-05-22,0,0,0,0,0,0,144,90,234,5,0,5,121,90,211,23,0,23,0,0,0,0
21-05-22,9,9,0,9,0,0,153,90,243,3,0,3,124,90,214,29,0,29,0,0,0,0
22-05-22,6,6,0,6,0,0,159,90,249,8,0,8,132,90,222,27,0,27,0,0,0,0
23-05-22,15,14,1,15,0,0,173,91,264,8,0,8,140,90,230,33,1,34,0,0,0,0
24-05-22,12,12,0,12,0,0,185,91,276,9,0,9,149,90,239,36,1,37,0,0,0,0
25-05-22,6,6,0,6,0,0,191,91,282,5,0,5,154,90,244,37,1,38,0,0,0,0
26-05-22,7,7,0,7,0,0,198,91,289,10,1,11,164,91,255,34,0,34,0,0,0,0
27-05-22,6,5,1,6,0,0,203,92,295,7,0,7,171,91,262,32,1,33,0,0,0,0
28-05-22,15,15,0,15,0,0,218,92,310,5,0,5,176,91,267,42,1,43,0,0,0,0
29-05-22,10,10,0,10,0,0,228,92,320,10,0,10,186,91,277,42,1,43,0,0,0,0
30-05-22,18,18,0,18,0,0,246,92,338,10,0,10,196,91,287,50,1,51,0,0,0,0
31-05-22,14,14,0,14,0,0,260,92,352,16,0,16,212,91,303,48,1,49,0,0,0,0
01-06-22,9,9,0,9,0,0,269,92,361,8,1,9,220,92,312,49,0,49,0,0,0,0
02-06-22,20,19,1,20,0,0,288,93,381,16,0,16,236,92,328,52,1,53,0,0,0,0
03-06-22,17,16,1,17,0,0,304,94,398,9,0,9,245,92,337,59,2,61,0,0,0,0
04-06-22,13,13,0,13,0,0,317,94,411,4,0,4,249,92,341,68,2,70,0,0,0,0
05-06-22,15,14,1,15,0,0,331,95,426,16,0,16,265,92,357,66,3,69,0,0,0,0
06-06-22,20,19,1,20,0,0,350,96,446,9,0,9,274,92,366,76,4,80,0,0,0,0
07-06-22,17,16,1,17,0,0,366,97,463,22,0,22,296,92,388,70,5,75,0,0,0,0
08-06-22,16,16,0,16,0,0,382,97,479,17,1,18,313,93,406,69,4,73,0,0,0,0
09-06-22,31,28,3,31,0,0,410,100,510,19,2,21,332,95,427,78,5,83,0,0,0,0
10-06-22,17,17,0,17,0,0,427,100,527,19,0,19,351,95,446,76,5,81,0,0,0,0
11-06-22,20,19,1,20,0,0,446,101,547,10,1,11,361,96,457,85,5,90,0,0,0,0
12-06-22,24,23,1,24,0,0,469,102,571,27,2,29,388,98,486,81,4,85,0,0,0,0
13-06-22,18,13,5,18,0,0,482,107,589,22,3,25,410,101,511,72,6,78,0,0,0,0
14-06-22,18,17,1,18,0,0,499,108,607,17,4,21,427,105,532,72,3,75,0,0,0,0
15-06-22,22,22,0,22,0,0,521,108,629,28,0,28,455,105,560,66,3,69,0,0,0,0
16-06-22,32,31,1,32,0,0,552,109,661,10,1,11,465,106,571,87,3,90,0,0,0,0
17-06-22,29,29,0,29,0,0,581,109,690,15,0,15,480,106,586,101,3,104,0,0,0,0
18-06-22,40,39,1,40,0,0,620,110,730,29,0,29,509,106,615,111,4,115,0,0,0,0
19-06-22,24,24,0,24,0,0,644,110,754,17,0,17,526,106,632,118,4,122,0,0,0,0
20-06-22,27,26,1,27,0,0,670,111,781,34,1,35,560,107,667,110,4,114,0,0,0,0
21-06-22,27,27,0,27,0,0,697,111,808,30,0,30,590,107,697,106,4,110,1,1,0,1
22-06-22,27,26,1,27,0,0,723,112,835,24,0,24,614,107,721,108,5,113,0,1,0,1
23-06-22,29,26,3,29,0,0,749,115,864,33,0,33,647,107,754,101,8,109,0,1,0,1
24-06-22,21,16,5,21,0,0,765,120,885,15,5,20,662,112,774,102,8,110,0,1,0,1
25-06-22,35,33,2,35,0,0,798,122,920,17,1,18,679,113,792,118,9,127,0,1,0,1
26-06-22,32,29,3,32,0,0,827,125,952,38,3,41,717,116,833,109,9,118,0,1,0,1
27-06-22,17,17,0,17,0,0,844,125,969,21,0,21,738,116,854,105,9,114,0,1,0,1
28-06-22,47,46,1,47,0,0,890,126,1016,20,2,22,758,118,876,131,8,139,0,1,0,1
29-06-22,40,38,2,40,0,0,928,128,1056,48,3,51,806,121,927,121,7,128,0,1,0,1
30-06-22,33,33,0,33,0,0,961,128,1089,32,1,33,838,122,960,122,6,128,0,1,0,1
01-07-22,22,19,3,22,0,0,980,131,1111,32,0,32,870,122,992,109,9,118,0,1,0,1
02-07-22,49,47,2,49,0,0,1027,133,1160,11,5,16,881,127,1008,145,6,151,0,1,0,1
03-07-22,42,32,10,42,0,0,1059,143,1202,59,1,60,940,128,1068,118,15,133,0,1,0,1
04-07-22,36,31,5,36,0,0,1090,148,1238,24,1,25,964,129,1093,125,19,144,0,1,0,1
05-07-22,46,43,3,46,0,0,1133,151,1284,29,9,38,993,138,1131,139,13,152,0,1,0,1
06-07-22,32,32,0,32,0,0,1165,151,1316,35,0,35,1028,138,1166,136,13,149,0,1,0,1
07-07-22,31,28,3,31,0,0,1193,154,1347,40,8,48,1068,146,1214,124,8,132,0,1,0,1
08-07-22,29,29,0,29,0,0,1222,154,1376,40,0,40,1108,146,1254,113,8,121,0,1,0,1
09-07-22,17,17,0,17,0,0,1239,154,1393,6,4,10,1114,150,1264,124,4,128,0,1,0,1
10-07-22,4,4,0,4,0,0,1243,154,1397,23,0,23,1137,150,1287,105,4,109,0,1,0,1
11-07-22,7,7,0,7,0,0,1250,154,1404,25,0,25,1162,150,1312,87,4,91,0,1,0,1
12-07-22,73,42,31,73,0,0,1292,185,1477,22,1,23,1184,151,1335,107,34,141,0,1,0,1
13-07-22,51,39,12,51,0,0,1331,197,1528,20,3,23,1204,154,1358,126,43,169,0,1,0,1
14-07-22,51,41,10,51,0,0,1372,207,1579,28,13,41,1232,167,1399,139,40,179,0,1,0,1
15-07-22,31,30,1,31,0,0,1402,208,1610,24,0,24,1256,167,1423,145,41,186,0,1,0,1
16-07-22,60,54,6,60,0,0,1456,214,1670,23,3,26,1279,170,1449,176,44,220,0,1,0,1
17-07-22,53,35,18,53,0,0,1491,232,1723,41,8,49,1320,178,1498,170,52,222,2,1,2,3
18-07-22,66,44,22,66,0,0,1535,254,1789,37,17,54,1357,195,1552,177,57,234,0,1,2,3
19-07-22,51,38,13,51,0,0,1573,267,1840,44,15,59,1401,210,1611,170,54,224,2,2,3,5
20-07-22,70,56,14,70,0,0,1629,281,1910,38,12,50,1439,222,1661,188,56,244,0,2,3,5
21-07-22,69,52,17,69,0,0,1681,298,1979,37,12,49,1476,234,1710,203,61,264,0,2,3,5
22-07-22,35,34,1,35,0,0,1715,299,2014,22,1,23,1498,235,1733,215,61,276,0,2,3,5
23-07-22,67,63,4,67,0,0,1778,303,2081,16,7,23,1514,242,1756,261,58,319,1,3,3,6
24-07-22,65,59,6,65,0,0,1837,309,2146,85,0,85,1599,242,1841,235,64,299,0,3,3,6
25-07-22,60,40,20,60,0,0,1877,329,2206,63,19,82,1662,261,1923,212,64,276,1,3,4,7
26-07-22,99,74,25,99,0,0,1951,354,2305,59,14,73,1721,275,1996,227,74,301,1,3,5,8
27-07-22,64,58,6,64,0,0,2067,363,2430,102,13,115,1823,288,2111,241,70,311,0,3,5,8
28-07-22,0,0,0,0,0,0,2067,363,2430,0,0,0,1823,288,2111,244,75,319,0,3,5,8
29-07-22,65,48,17,65,0,0,2115,380,2495,35,5,40,1858,293,2151,254,82,336,0,3,5,8
30-07-22,85,72,13,85,0,0,2187,393,2580,61,27,88,1919,320,2239,265,67,332,1,3,6,9
31-07-22,80,57,23,80,0,0,2244,416,2660,66,17,83,1985,337,2322,255,73,328,1,4,6,10
01-08-22,87,66,21,87,0,0,2310,437,2747,54,17,71,2039,354,2393,267,77,344,0,4,6,10
02-08-22,65,51,14,65,0,0,2361,451,2812,72,13,85,2111,367,2478,246,76,322,2,4,8,12
03-08-22,77,59,18,77,0,0,2420,469,2889,47,19,66,2158,386,2544,258,75,333,0,4,8,12
04-08-22,91,67,24,91,0,0,2487,493,2980,62,13,75,2220,399,2619,263,85,348,1,4,9,13
05-08-22,40,40,0,40,0,0,2527,493,3020,15,9,24,2235,408,2643,287,76,363,1,5,9,14
06-08-22,77,77,0,77,0,0,2604,493,3097,58,2,60,2293,410,2703,306,74,380,0,5,9,14
07-08-22,87,73,14,87,0,0,2677,507,3184,64,15,79,2357,425,2782,315,72,387,1,5,10,15
08-08-22,79,59,20,79,0,0,2736,527,3263,88,18,106,2445,443,2888,286,74,360,0,5,10,15
09-08-22,53,50,3,53,0,0,2786,530,3316,56,1,57,2501,444,2945,280,76,356,0,5,10,15
10-08-22,92,73,19,92,0,0,2859,549,3408,56,23,79,2557,467,3024,297,72,369,0,5,10,15
11-08-22,90,73,17,90,0,0,2932,566,3498,79,15,94,2636,482,3118,290,74,364,1,6,10,16
12-08-22,53,50,3,53,0,0,2982,569,3551,66,5,71,2702,487,3189,274,72,346,0,6,10,16
13-08-22,92,89,3,92,0,0,3071,572,3643,79,4,83,2781,491,3272,284,71,355,0,6,10,16
14-08-22,116,70,46,116,0,0,3141,618,3759,40,44,84,2821,535,3356,314,73,387,0,6,10,16
15-08-22,96,69,27,96,0,0,3210,645,3855,56,30,86,2877,565,3442,327,70,397,0,6,10,16
16-08-22,128,108,20,128,0,0,3318,665,3983,73,27,100,2950,592,3542,361,63,424,1,7,10,17
17-08-22,98,77,21,98,0,0,3395,686,4081,82,26,108,3042,608,3650,346,68,414,0,7,10,17
18-08-22,93,81,12,93,0,0,3476,698,4174,70,18,88,3112,626,3738,357,62,419,0,7,10,17
19-08-22,54,46,8,54,0,0,3522,706,4228,68,7,75,3180,633,3813,335,63,398,0,7,10,17
20-08-22,117,97,20,117,0,0,3619,726,4345,64,17,81,3244,650,3894,367,66,433,1,8,10,18
21-08-22,135,116,19,135,0,0,3735,745,4480,90,23,113,3334,673,4007,392,62,454,1,9,10,19
22-08-22,139,122,17,139,0,0,3857,762,4619,85,12,97,3419,685,4104,429,67,496,0,9,10,19
23-08-22,153,107,46,153,0,0,3964,808,4772,106,27,133,3525,712,4237,430,86,516,0,9,10,19
24-08-22,165,125,40,165,0,0,4089,848,4937,118,42,160,3643,754,4397,437,84,521,0,9,10,19
25-08-22,180,134,46,180,0,0,4223,894,5117,104,25,129,3747,779,4526,467,105,572,0,9,10,19
26-08-22,68,67,1,68,0,0,4290,895,5185,93,6,99,3840,785,4625,441,100,541,0,9,10,19
27-08-22,131,109,22,131,0,0,4399,917,5316,65,21,86,3905,806,4711,485,101,586,0,9,10,19
28-08-22,176,144,32,176,0,0,4543,949,5492,122,27,149,4027,833,4860,507,106,613,0,9,10,19
29-08-22,201,149,52,201,0,0,4692,1001,5693,105,40,145,4132,873,5005,551,117,668,1,9,11,20
30-08-22,237,196,41,237,0,0,4888,1042,5930,146,47,193,4278,920,5198,601,111,712,0,9,11,20
31-08-22,251,203,48,251,0,0,5091,1090,6181,128,50,178,4406,970,5376,675,109,784,1,10,11,21
01-09-22,176,143,33,176,0,0,5234,1123,6357,161,17,178,4567,987,5554,657,124,781,1,10,12,22
02-09-22,90,71,19,90,0,0,5305,1142,6447,76,19,95,4643,1006,5649,652,124,776,0,10,12,22
03-09-22,245,204,41,245,0,0,5509,1183,6692,116,46,162,4759,1052,5811,739,119,858,1,11,12,23
04-09-22,213,158,55,213,0,0,5667,1238,6905,209,45,254,4968,1097,6065,688,129,817,0,11,12,23
05-09-22,208,157,51,208,0,0,5824,1289,7113,171,45,216,5139,1142,6281,674,132,806,3,11,15,26
06-09-22,284,224,60,284,0,0,6048,1349,7397,185,50,235,5324,1192,6516,711,139,850,5,13,18,31
07-09-22,279,196,83,279,0,0,6244,1432,7676,201,39,240,5525,1231,6756,706,183,889,0,13,18,31
08-09-22,275,204,71,275,0,0,6448,1503,7951,189,89,278,5714,1320,7034,721,165,886,0,13,18,31
09-09-22,145,140,5,145,0,0,6588,1508,8096,91,7,98,5805,1327,7132,770,163,933,0,13,18,31
10-09-22,294,244,50,294,0,0,6832,1558,8390,165,38,203,5970,1365,7335,849,174,1023,1,13,19,32
11-09-22,360,239,121,360,0,0,7071,1679,8750,195,59,254,6165,1424,7589,893,235,1128,1,13,20,33
12-09-22,345,228,117,345,0,0,7299,1796,9095,264,93,357,6429,1517,7946,853,259,1112,4,17,20,37
13-09-22,353,238,115,353,0,0,7537,1911,9448,196,54,250,6625,1571,8196,895,318,1213,2,17,22,39
14-09-22,389,264,125,389,0,0,7801,2036,9837,230,121,351,6855,1692,8547,929,322,1251,0,17,22,39
15-09-22,395,294,101,395,0,0,8095,2137,10232,252,82,334,7107,1774,8881,971,340,1311,1,17,23,40
16-09-22,164,138,26,138,0,0,8233,2163,10396,124,13,137,7231,1787,9018,983,353,1336,2,19,23,42
17-09-22,381,302,79,381,0,0,8535,2242,10777,180,42,222,7411,1829,9240,1103,390,1493,2,21,23,44
18-09-22,399,280,119,399,0,0,8815,2362,11177,294,115,409,7705,1944,9649,1089,394,1483,1,21,24,45
19-09-22,392,253,139,392,0,0,9068,2501,11569,240,152,392,7945,2096,10041,1102,381,1483,0,21,24,45
20-09-22,438,315,123,438,0,0,9383,2624,12007,226,135,361,8171,2231,10402,1191,369,1560,0,21,24,45
21-09-22,431,328,103,431,0,0,9711,2727,12438,329,104,433,8500,2335,10835,1190,367,1557,1,21,25,46
22-09-22,437,306,131,437,0,0,10017,2858,12875,313,150,463,8813,2485,11298,1183,346,1529,2,21,27,48
23-09-22,125,92,33,125,0,0,10109,2891,13000,99,39,138,8912,2524,11436,1174,340,1514,2,23,27,50
24-09-22,440,325,115,440,0,0,10434,3006,13440,326,138,464,9139,2623,11762,1272,356,1628,0,21,27,48
