Date,effected-people-per-day,daily-effected-Inside-Dhaka,daily-effected-Outside-Dhaka,Dengue-Fever-effected,Dengue-Hemrogic-effected,Dengue-Shock-Syndrome-effected,total-effected-Inside-Dhaka,total-effected-Outside-Dhaka,total-effected-people ,discharged-per-day-Inside-Dhaka,discharged-per-day-Outside-Dhaka ,Total-discharged-in-24 -hrs,total-discharged-Inside-Dhaka,total-discharged-Outside-Dhaka,Total-discharged-people,currently-admitted-people-Inside-Dhaka,currently-admitted-people-Outside-Dhaka,Total-currently-admitted-people,Death-in-24-hrs,total-death-Inside Dhaka,total-death-Outside-Dhaka,Total-death
27-09-23,2950,726,2224,2950,0,0,81216,115615,196831,762,2362,3124,77054,108852,185906,3538,6429,9967,15,624,334,958
28-09-23,2357,671,1686,2357,0,0,81887,117301,199188,749,1769,2518,77803,110621,188424,3457,6340,9797,9,627,340,967
29-09-23,1793,584,1209,1793,0,0,82471,118510,200981,754,1302,2056,78557,111923,190480,3283,6243,9526,8,631,344,975
30-09-23,2425,751,1674,2425,0,0,83222,120184,203406,647,1331,1978,79204,113254,192458,3379,6580,9959,14,639,350,989
01-10-23,2882,629,2253,2882,0,0,83851,122437,206288,879,2588,3467,80083,115842,195925,3120,6237,9357,17,648,358,1006
02-10-23,2596,607,1989,2596,0,0,84458,124426,208884,600,2059,2659,80683,117901,198584,3120,6163,9283,11,655,362,1017
03-10-23,2799,682,2117,2799,0,0,85140,126543,211683,855,2016,2871,81538,119917,201455,2940,6258,9198,13,662,368,1030
04-10-23,2564,720,1844,2564,0,0,85860,128387,214247,708,1754,2462,82246,121671,203917,2945,6339,9284,16,669,377,1046
05-10-23,2617,633,1984,2617,0,0,86493,130371,216864,602,2025,2627,82848,123696,206544,2971,6294,9265,9,674,381,1055
06-10-23,1800,504,1296,1800,0,0,86997,131667,218664,722,1413,2135,83570,125109,208679,2752,6169,8921,9,675,389,1064
07-10-23,2158,585,1573,2158,0,0,87582,133240,220822,417,1476,1893,83987,126585,210572,2912,6259,9171,15,683,396,1079
08-10-23,2742,612,2130,2742,0,0,88194,135370,223564,696,2410,3106,84683,128995,213678,2826,5974,8800,7,685,401,1086
09-10-23,2660,649,2011,2660,0,0,88843,137381,226224,713,1917,2630,85396,130912,216308,2756,6064,8820,10,691,405,1096
10-10-23,2555,617,1938,2555,0,0,89460,139319,228779,681,2079,2760,86077,132991,219068,2683,5919,8602,13,700,409,1109
11-10-23,2425,579,1846,2425,0,0,90039,141165,231204,569,1798,2367,86646,134789,221435,2690,5957,8647,13,703,419,1122
12-10-23,2327,491,1836,2327,0,0,90530,143001,233531,537,1807,2344,87183,136596,223779,2638,5979,8617,13,709,426,1135
13-10-23,1673,478,1195,1673,0,0,91008,144196,235204,570,1459,2029,87753,138055,225808,2538,5710,8248,13,717,431,1148
14-10-23,2047,460,1587,2047,0,0,91468,145783,237251,484,1465,1949,88237,139520,227757,2509,5827,8336,10,722,436,1158
15-10-23,2363,537,1826,2363,0,0,92005,147609,239614,628,1886,2514,88865,141406,230271,2410,5764,8174,11,730,439,1169
16-10-23,2475,539,1936,2475,0,0,92544,149545,242089,553,1935,2488,89418,143341,232759,2391,5758,8149,12,735,446,1181
17-10-23,2609,561,2048,2609,0,0,93105,151593,244698,538,1987,2525,89956,145328,235284,2410,5814,8224,9,739,451,1190
18-10-23,2495,574,1921,2495,0,0,93679,153514,247193,513,1891,2404,90469,147219,237688,2468,5831,8299,16,742,464,1206
19-10-23,2350,515,1835,2350,0,0,94194,155349,249543,504,1905,2409,90973,149124,240097,2472,5760,8232,8,749,465,1214
20-10-23,1558,424,1134,1558,0,0,94618,156483,251101,530,1245,1775,91503,150369,241872,2358,5645,8003,12,757,469,1226
21-10-23,1889,412,1477,1889,0,0,95030,157960,252990,419,1339,1758,91922,151708,243630,2341,5773,8114,20,767,479,1246
22-10-23,2056,500,1556,2056,0,0,95530,159516,255046,650,1834,2484,92572,153542,246114,2189,5488,7677,9,769,486,1255
23-10-23,2014,454,1560,2014,0,0,95984,161076,257060,536,1549,2085,93108,155091,248199,2097,5492,7589,17,779,493,1272
24-10-23,1852,427,1425,1852,0,0,96411,162501,258912,413,1470,1883,93521,156561,250082,2106,5440,7546,12,784,500,1284
25-10-23,1917,435,1482,1917,0,0,96846,163983,260829,375,1478,1853,93896,158039,251935,2162,5437,7599,11,788,507,1295
26-10-23,1802,409,1393,1802,0,0,97255,165376,262631,544,1701,2245,94440,159740,254180,2022,5123,7145,11,793,513,1306
27-10-23,1431,365,1066,1431,0,0,97620,166442,264062,453,1314,1767,94893,161054,255947,1929,4869,6798,11,798,519,1317
28-10-23,1800,407,1393,1800,0,0,98027,167835,265862,357,1140,1497,95250,162194,257444,1975,5116,7091,10,802,525,1327
29-10-23,1818,355,1463,1818,0,0,98382,169298,267680,443,1657,2100,95693,163851,259544,1884,4919,6803,6,805,528,1333
30-10-23,1708,374,1334,1708,0,0,98756,170632,269388,470,1570,2040,96163,165421,261584,1784,4679,6463,8,809,532,1341
31-10-23,1787,413,1374,1787,0,0,99169,172006,271175,433,1283,1716,96596,166704,263300,1763,4764,6527,7,810,538,1348
01-11-23,1903,384,1519,1903,0,0,99553,173525,273078,437,1640,2077,97033,168344,265377,1708,4638,6346,7,812,543,1355
02-11-23,1728,379,1349,1728,0,0,99932,174874,274806,321,1468,1789,97354,169812,267166,1762,4508,6270,15,816,554,1370
03-11-23,1357,355,1002,1357,0,0,100287,175876,276163,345,1005,1350,97699,170817,268516,1768,4499,6267,10,820,560,1380
04-11-23,1638,430,1208,1638,0,0,100717,177084,277801,355,901,1256,98054,171718,269772,1837,4799,6636,13,826,567,1393
05-11-23,2103,433,1670,2103,0,0,101150,178754,279904,446,1574,2020,98500,173292,271792,1815,4889,6704,15,835,573,1408
06-11-23,1794,417,1377,1794,0,0,101567,180131,281698,419,1408,1827,98919,174700,273619,1807,4855,6662,9,841,576,1417
07-11-23,1895,394,1501,1895,0,0,101961,181632,283593,476,1518,1994,99395,176218,275613,1722,4833,6555,8,844,581,1425
08-11-23,1912,359,1553,1912,0,0,102320,183185,285505,400,1647,2047,99795,177865,277660,1675,4738,6413,7,850,582,1432
09-11-23,1734,271,1463,1734,0,0,102591,184648,287239,293,1477,1770,100088,179342,279430,1649,4711,6360,17,854,595,1449
10-11-23,1333,298,1035,1333,0,0,102889,185683,288572,355,1119,1474,100443,180461,280904,1589,4619,6208,11,857,603,1460
11-11-23,1512,338,1174,1512,0,0,103227,186857,290084,315,1026,1341,100758,181487,282245,1608,4765,6373,6,861,605,1466
12-11-23,1748,351,1397,1748,0,0,103578,188254,291832,369,1559,1928,101127,183046,284173,1588,4595,6183,10,863,613,1476
13-11-23,1740,330,1410,1740,0,0,103908,189664,293572,371,1527,1898,101498,184573,286071,1545,4472,6017,8,865,619,1484
14-11-23,1470,319,1151,1470,0,0,104227,190815,295042,302,1268,1570,101800,185841,287641,1555,4350,5905,12,872,624,1496
15-11-23,1623,349,1274,1623,0,0,104576,192089,296665,384,1365,1749,102184,187206,289390,1507,4248,5755,24,885,635,1520
16-11-23,1429,302,1127,1429,0,0,104878,193216,298094,347,1271,1618,102531,188477,291008,1457,4101,5558,8,890,638,1528
17-11-23,956,206,750,956,0,0,105084,193966,299050,310,948,1258,102841,189425,292266,1345,3900,5245,11,898,641,1539
18-11-23,914,204,710,914,0,0,105288,194676,299964,241,728,969,103082,190153,293235,1307,3879,5186,4,899,644,1543
19-11-23,1291,247,1044,1291,0,0,105535,195720,301255,325,1197,1522,103407,191350,294757,1227,3722,4949,6,901,648,1549
20-11-23,1197,286,911,1197,0,0,105821,196631,302452,317,1171,1488,103724,192521,296245,1193,3460,4653,5,904,650,1554
21-11-23,1084,221,863,1084,0,0,106042,197494,303536,281,986,1267,104005,193507,297512,1128,3334,4462,8,909,653,1562
22-11-23,1162,229,933,1162,0,0,106271,198427,304698,244,1194,1438,104249,194701,298950,1109,3069,4178,8,913,657,1570
23-11-23,1094,253,841,1094,0,0,106524,199268,305792,246,895,1141,104495,195596,300091,1111,3013,4124,7,918,659,1577
24-11-23,645,154,491,645,0,0,106678,199759,306437,211,704,915,104706,196300,301006,1050,2798,3848,6,922,661,1583
25-11-23,759,184,575,759,0,0,106862,200334,307196,185,486,671,104891,196786,301677,1046,2878,3924,12,925,670,1595
26-11-23,971,217,754,971,0,0,107079,201088,308167,245,1052,1297,105136,197838,302974,1017,2578,3595,3,926,672,1598
27-11-23,920,219,701,920,0,0,107298,201789,309087,221,793,1014,105357,198631,303988,1011,2482,3493,8,930,676,1606
28-11-23,959,201,758,959,0,0,107499,202547,310046,211,670,881,105568,199301,304869,1000,2567,3567,4,931,679,1610
29-11-23,968,193,775,968,0,0,107692,203322,311014,216,727,943,105784,200028,305812,974,2613,3587,5,934,681,1615
30-11-23,877,144,733,877,0,0,107836,204055,311891,207,771,978,105991,200799,306790,908,2571,3479,7,937,685,1622
01-12-23,468,138,330,468,0,0,107974,204385,312359,154,429,583,106145,201228,307373,888,2470,3358,6,941,687,1628
02-12-23,605,139,466,605,0,0,108113,204851,312964,129,417,546,106274,201645,307919,897,2519,3416,1,942,687,1629
03-12-23,742,156,586,742,0,0,108269,205437,313706,196,989,1185,106470,202634,309104,855,2115,2970,3,944,688,1632
04-12-23,682,135,547,682,0,0,108404,205984,314388,201,760,961,106671,203384,310065,788,1901,2689,2,945,689,1634
05-12-23,669,124,545,669,0,0,108528,206529,315057,154,532,686,106825,203926,310751,756,1911,2667,5,947,692,1639
06-12-23,566,118,448,566,0,0,108646,206977,315623,185,432,617,107010,204358,311368,688,1926,2614,2,948,693,1641
07-12-23,537,108,429,537,0,0,108754,207406,316160,120,458,578,107130,204816,311946,675,1896,2571,2,949,694,1643
08-12-23,251,64,187,251,0,0,108818,207593,316411,120,311,431,107250,205127,312377,615,1769,2384,7,953,697,1650
09-12-23,362,94,268,362,0,0,108912,207861,316773,97,235,332,107347,205362,312709,611,1801,2412,2,954,698,1652
10-12-23,459,86,373,459,0,0,108998,208234,317232,113,458,571,107460,205820,313280,580,1711,2291,9,958,703,1661
11-12-23,413,103,310,413,0,0,109101,208544,317645,89,564,653,107549,206384,313933,591,1456,2047,4,961,704,1665
12-12-23,311,80,231,311,0,0,109181,208775,317956,96,279,375,107645,206663,314308,575,1406,1981,2,961,706,1667
13-12-23,349,62,287,349,0,0,109243,209062,318305,92,340,432,107737,207003,314740,540,1351,1891,7,966,708,1674
14-12-23,308,97,211,308,0,0,109340,209273,318613,99,275,374,107836,207278,315114,537,1286,1823,2,967,709,1676
15-12-23,190,57,133,190,0,0,109397,209406,318803,81,189,270,107917,207467,315384,512,1229,1741,2,968,710,1678
16-12-23,179,51,128,179,0,0,109448,209534,318982,54,186,240,107971,207653,315624,509,1171,1680,0,968,710,1678
17-12-23,254,63,191,254,0,0,109511,209725,319236,96,271,367,108067,207924,315991,474,1089,1563,4,970,712,1682
18-12-23,239,65,174,239,0,0,109576,209899,319475,89,253,342,108156,208177,316333,449,1007,1456,4,971,715,1686
19-12-23,196,40,156,196,0,0,109616,210055,319671,55,258,313,108211,208435,316646,433,904,1337,2,972,716,1688
20-12-23,207,57,150,207,0,0,109673,210205,319878,70,173,243,108281,208608,316889,417,880,1297,4,975,717,1692
21-12-23,177,40,137,177,0,0,109713,210342,320055,60,168,228,108341,208776,317117,397,849,1246,0,975,717,1692
22-12-23,103,30,73,103,0,0,109743,210415,320158,60,96,156,108401,208872,317273,367,826,1193,0,975,717,1692
23-12-23,114,33,81,114,0,0,109776,210496,320272,39,86,125,108440,208958,317398,361,820,1181,1,975,718,1693
24-12-23,188,41,147,188,0,0,109817,210643,320460,40,224,264,108480,209182,317662,360,741,1101,4,977,720,1697
25-12-23,89,19,70,89,0,0,109836,210713,320549,48,138,186,108528,209320,317848,330,673,1003,1,978,720,1698
26-12-23,152,35,117,152,0,0,109871,210830,320701,38,134,172,108566,209454,318020,327,656,983,0,978,720,1698
27-12-23,134,28,106,134,0,0,109899,210936,320835,55,159,214,108621,209613,318234,300,602,902,1,978,721,1699
28-12-23,110,28,82,110,0,0,109927,211018,320945,47,96,143,108668,209709,318377,281,586,867,2,978,723,1701
29-12-23,56,14,42,56,0,0,109941,211060,321001,24,170,194,108692,209879,318571,271,457,728,1,978,724,1702
30-12-23,72,32,40,72,0,0,109973,211100,321073,13,52,65,108705,209931,318636,289,445,734,1,979,724,1703
31-12-23,106,35,71,106,0,0,110008,211171,321179,28,85,113,108733,210016,318749,295,430,725,2,980,725,1705
01-01-24,85,26,59,85,0,0,26,59,85,0,0,0,0,0,0,321,489,810,0,0,0,0
02-01-24,60,13,47,60,0,0,39,106,145,59,94,153,59,94,153,262,395,657,1,1,0,1
03-01-24,70,32,38,70,0,0,71,144,215,55,171,226,114,265,379,259,302,561,1,2,0,2
04-01-24,75,27,48,75,0,0,98,192,290,42,111,153,156,376,532,244,239,483,1,3,0,3
05-01-24,33,17,16,33,0,0,115,208,323,31,34,65,156,410,566,230,221,451,0,3,0,3
06-01-24,42,17,25,42,0,0,132,233,365,42,60,102,198,470,668,205,186,391,0,3,0,3
07-01-24,13,9,4,13,0,0,141,237,378,22,7,29,220,477,697,192,183,375,0,3,0,3
08-01-24,62,25,37,62,0,0,166,274,440,26,49,75,246,526,772,191,171,362,0,3,0,3
09-01-24,45,18,27,45,0,0,184,301,485,19,36,55,265,562,827,190,162,352,1,4,0,4
10-01-24,59,18,41,59,0,0,202,342,544,23,58,81,13,161,174,185,181,366,0,4,0,4
11-01-24,46,14,32,46,0,0,216,374,590,19,63,82,32,224,256,180,150,330,0,4,0,4
12-01-24,17,10,7,17,0,0,226,381,607,56,12,68,88,236,324,134,145,279,0,4,0,4
13-01-24,25,11,14,25,0,0,237,395,632,22,32,54,110,268,378,122,127,249,0,5,0,5
14-01-24,38,14,24,38,0,0,251,419,670,14,32,46,124,300,424,121,118,239,2,6,1,7
15-01-24,33,13,20,33,0,0,264,439,703,36,21,57,160,321,481,98,117,215,0,6,1,7
16-01-24,30,11,19,30,0,0,275,458,733,17,31,48,177,352,529,92,104,196,1,6,2,8
17-01-24,23,3,20,23,0,0,278,478,756,23,29,52,200,381,581,71,94,165,2,7,3,10
18-01-24,29,9,20,29,0,0,287,498,785,21,23,44,221,404,625,59,90,149,1,7,4,11
19-01-24,18,5,13,18,0,0,292,511,803,8,7,15,229,411,640,56,96,152,0,7,4,11
20-01-24,18,6,12,18,0,0,298,523,821,3,18,21,232,429,661,59,88,147,2,7,6,13
21-01-24,32,8,24,32,0,0,306,547,853,17,13,30,249,442,691,49,99,148,1,8,6,14
22-01-24,30,4,26,30,0,0,310,573,883,7,20,27,256,462,718,46,105,151,0,8,6,14
23-01-24,24,7,17,24,0,0,317,590,907,5,27,32,261,489,750,48,95,143,0,8,6,14
24-01-24,20,7,13,20,0,0,324,603,927,5,26,31,266,515,781,50,82,132,0,8,6,14
25-01-24,18,5,13,18,0,0,329,616,945,5,12,17,271,527,798,50,83,133,0,8,6,14
26-01-24,14,6,8,14,0,0,335,624,959,9,6,15,280,533,813,47,85,132,0,8,6,14
27-01-24,22,5,17,22,0,0,340,641,981,2,17,19,282,550,832,50,85,135,0,8,6,14
28-01-24,25,2,23,25,0,0,342,664,1006,10,15,25,292,565,857,42,93,135,0,8,6,14
29-01-24,14,6,8,14,0,0,348,672,1020,5,13,18,297,578,875,43,88,131,0,8,6,14
30-01-24,15,14,1,15,0,0,349,686,1035,13,32,45,305,597,902,36,83,119,0,8,6,14
31-01-24,20,9,11,20,0,0,358,697,1055,3,23,26,308,620,928,42,71,113,0,8,6,14
01-02-24,17,4,13,17,0,0,362,710,1072,6,27,33,314,647,961,40,57,97,0,8,6,14
02-02-24,11,5,6,11,0,0,367,716,1083,1,5,6,315,652,967,44,58,102,0,8,6,14
03-02-24,10,6,4,10,0,0,373,720,1093,3,6,9,318,658,976,46,56,102,1,9,6,15
04-02-24,28,9,19,28,0,0,382,739,1121,4,12,16,322,670,992,51,63,114,0,9,6,15
05-02-24,11,6,5,11,0,0,388,744,1132,9,11,20,331,681,1012,47,57,104,1,10,6,16
06-02-24,22,5,17,22,0,0,393,761,1154,11,19,30,342,700,1042,41,55,96,0,10,6,16
07-02-24,25,6,19,25,0,0,399,780,1179,18,27,45,349,708,1057,40,66,106,0,10,6,16
08-02-24,20,9,11,20,0,0,408,791,1199,2,12,14,351,720,1071,47,65,112,0,10,6,16
09-02-24,3,2,1,3,0,0,410,792,1202,1,3,4,352,723,1075,48,63,111,0,10,6,16
10-02-24,8,6,2,8,0,0,416,794,1210,2,3,5,354,726,1080,52,62,114,0,10,6,16
11-02-24,14,5,9,14,0,0,421,803,1224,4,9,13,358,735,1093,53,62,115,0,10,6,16
12-02-24,7,3,4,7,0,0,424,807,1231,8,29,37,366,764,1130,48,37,85,0,10,6,16
13-02-24,13,5,8,13,0,0,429,815,1244,5,4,9,371,768,1139,48,41,89,0,10,6,16
14-02-24,8,1,7,8,0,0,430,822,1252,9,9,18,380,777,1157,40,39,79,0,10,6,16
15-02-24,5,1,4,5,0,0,431,826,1257,6,18,24,386,795,1181,35,25,60,0,10,6,16
16-02-24,3,2,1,3,0,0,433,827,1260,4,0,4,390,795,1185,33,26,59,0,10,6,16
17-02-24,11,5,6,11,0,0,438,833,1271,4,6,10,394,801,1195,34,26,60,0,10,6,16
18-02-24,7,3,4,7,0,0,441,837,1278,4,3,7,398,804,1202,33,27,60,0,10,6,16
19-02-24,11,6,5,11,0,0,447,842,1289,5,7,12,403,811,1214,34,25,59,0,10,6,16
20-02-24,6,0,6,6,0,0,447,848,1295,7,3,10,410,814,1224,27,28,55,0,10,6,16
21-02-24,5,2,3,5,0,0,449,851,1300,2,3,5,412,817,1229,27,28,55,0,10,6,16
22-02-24,16,4,12,16,0,0,453,863,1316,3,14,17,415,831,1246,28,25,53,1,10,7,17
23-02-24,3,1,2,3,0,0,454,865,1319,0,0,0,415,831,1246,29,27,56,0,10,7,17
24-02-24,11,4,7,11,0,0,458,872,1330,2,1,3,417,832,1249,31,33,64,0,10,7,17
25-02-24,20,2,18,20,0,0,460,890,1350,0,5,5,417,847,1264,33,36,69,0,10,7,17
26-02-24,6,4,2,6,0,0,464,892,1356,6,4,10,423,851,1274,31,34,65,0,10,7,17
27-02-24,19,8,11,19,0,0,472,903,1375,7,12,19,430,863,1293,32,33,65,0,10,7,17
28-02-24,9,3,6,9,0,0,475,909,1384,2,10,12,432,873,1305,33,29,62,0,10,7,17
29-02-24,10,6,4,10,0,0,481,913,1394,3,4,7,435,877,1312,36,29,65,0,10,7,17
01-03-24,4,1,3,4,0,0,482,916,1398,1,0,1,436,877,1313,36,32,68,0,10,7,17
02-03-24,9,4,5,9,0,0,486,921,1407,4,7,11,440,884,1324,36,30,66,0,10,7,17
03-03-24,10,3,7,10,0,0,489,928,1417,2,5,7,442,889,1331,37,32,69,0,10,7,17
04-03-24,10,4,6,10,0,0,493,934,1427,6,4,10,448,893,1341,35,34,69,0,10,7,17
05-03-24,3,3,0,3,0,0,496,934,1430,2,1,3,450,894,1344,36,33,69,0,10,7,17
06-03-24,13,4,9,13,0,0,500,943,1443,7,7,14,457,901,1358,33,35,68,0,10,7,17
07-03-24,12,6,6,12,0,0,506,949,1455,9,2,11,466,903,1369,30,38,68,1,10,8,18
08-03-24,11,7,4,11,0,0,513,953,1466,2,2,4,468,905,1373,35,40,75,0,10,8,18
09-03-24,6,3,3,6,0,0,516,956,1472,3,3,6,471,908,1379,35,40,75,0,10,8,18
10-03-24,12,4,8,12,0,0,520,964,1484,4,16,20,475,924,1399,35,30,65,2,10,10,20
11-03-24,10,5,5,10,0,0,525,969,1494,1,5,6,476,929,1405,39,30,69,0,10,10,20
12-03-24,8,5,3,8,0,0,530,972,1502,5,12,17,481,941,1422,39,21,60,0,10,10,20
13-03-24,8,4,4,8,0,0,534,976,1510,4,4,8,485,945,1430,39,21,60,0,10,10,20
14-03-24,15,1,14,15,0,0,535,990,1525,6,6,12,491,951,1442,34,29,63,0,10,10,20
15-03-24,2,1,1,2,0,0,536,991,1527,1,4,5,492,955,1447,34,26,60,0,10,10,20
16-03-24,10,5,5,10,0,0,541,996,1537,4,4,8,496,959,1455,35,27,62,0,10,10,20
17-03-24,9,0,9,9,0,0,541,1005,1546,2,8,10,498,967,1465,33,28,61,0,10,10,20
18-03-24,20,7,13,20,0,0,548,1018,1566,6,9,15,504,976,1480,34,32,66,0,10,10,20
19-03-24,19,6,13,19,0,0,554,1031,1585,4,7,11,508,983,1491,36,38,74,0,10,10,20
20-03-24,14,3,11,14,0,0,557,1042,1599,0,7,7,508,990,1498,38,42,80,1,11,10,21
21-03-24,11,3,8,11,0,0,560,1050,1610,1,6,7,509,996,1505,40,44,84,0,11,10,21
22-03-24,6,4,2,6,0,0,564,1052,1616,1,1,2,510,997,1507,43,45,88,0,11,10,21
23-03-24,4,4,0,4,0,0,568,1952,1620,2,0,2,512,997,1509,44,45,89,1,12,10,22
24-03-24,11,2,9,11,0,0,570,1061,1631,1,27,28,513,1024,1537,45,27,72,0,12,10,22
25-03-24,10,3,7,10,0,0,573,1068,1641,5,2,7,518,1026,1544,43,32,75,0,12,10,22
26-03-24,4,1,3,4,0,0,574,1071,1645,6,6,12,524,1032,1556,38,29,67,0,12,10,22
27-03-24,14,3,11,14,0,0,577,1082,1659,3,12,15,527,1044,1571,38,28,66,0,12,10,22
28-03-24,10,2,8,10,0,0,579,1090,1669,3,12,15,530,1056,1586,37,24,61,0,12,10,22
29-03-24,4,3,1,4,0,0,582,1091,1673,2,0,2,532,1056,1588,38,25,63,0,12,10,22
30-03-24,11,11,0,11,0,0,593,1091,1684,6,3,11,538,1059,1597,43,22,65,0,12,10,22
31-03-24,21,7,14,21,0,0,600,1105,1705,8,9,17,546,1068,1614,42,27,69,0,12,10,22
01-04-24,14,3,11,,,,603,1116,1719,2,5,7,548,1073,1621,43,33,76,0,12,10,22
02-04-24,10,6,4,,,,609,1120,1729,7,13,20,555,1086,1641,42,24,66,0,12,10,22
03-04-24,6,1,5,,,,610,1125,1735,4,7,11,559,1093,1652,39,22,61,0,12,10,22
04-04-24,11,1,10,,,,611,1135,1746,4,11,15,563,1104,1667,36,21,57,0,12,10,22
05-04-24,1,1,0,,,,612,1135,1747,0,0,0,563,1104,1667,37,21,58,0,12,10,22
06-04-24,9,5,4,,,,617,1139,1756,4,6,10,567,1110,1677,38,19,57,0,12,10,22
07-04-24,13,4,9,,,,621,1148,1769,0,1,1,567,1111,1678,42,27,69,0,12,10,22
08-04-24,5,3,2,,,,624,1150,1774,4,0,4,571,1111,1682,29,41,70,0,12,10,22
09-04-24,15,2,13,,,,626,1163,1789,3,12,15,574,1123,1697,40,30,70,0,12,10,22
10-04-24,0,0,0,,,,626,1163,1789,0,0,0,574,1123,1697,40,30,70,0,12,10,22
11-04-24,18,0,18,,,,626,1181,1807,4,14,18,578,1137,1715,36,34,70,0,12,10,22
12-04-24,2,2,0,,,,628,1181,1809,1,2,3,579,1139,1718,37,32,69,0,12,10,22
13-04-24,14,7,7,,,,635,1188,1823,6,7,13,585,1146,1731,37,32,69,1,13,10,23
14-04-24,8,5,3,,,,640,1191,1831,2,5,7,587,1151,1738,40,30,70,0,13,10,23
15-04-24,34,8,26,,,,648,1217,1865,7,19,26,594,1170,1764,41,37,78,0,13,10,23
16-04-24,34,5,29,,,,653,1246,1899,5,20,25,599,1190,1789,41,46,87,0,13,10,23
17-04-24,17,6,11,,,,659,1257,1916,4,16,20,603,1206,1809,43,41,84,0,13,10,23
18-04-24,23,6,17,,,,665,1274,1939,2,8,10,605,1214,1819,47,49,96,1,13,11,24
19-04-24,13,9,4,,,,674,1278,1952,4,3,7,609,1217,1826,52,50,102,0,13,11,24
20-04-24,17,12,5,,,,686,1283,1969,12,2,14,621,1219,1840,52,53,105,0,13,11,24
21-04-24,34,17,17,,,,703,1300,2003,3,10,13,624,1229,1853,66,60,126,0,13,11,24
22-04-24,37,6,31,,,,709,1331,2040,5,34,39,629,1263,1892,67,57,124,0,13,11,24
23-04-24,11,4,7,,,,713,1338,2051,6,9,15,635,1272,1907,65,55,120,0,13,11,24
24-04-24,33,13,20,,,,726,1358,2084,21,21,42,656,1293,1949,57,54,111,0,13,11,24
25-04-24,19,4,15,,,,730,1373,2103,2,12,14,658,1305,1963,59,57,116,0,13,11,24
26-04-24,8,3,5,,,,733,1378,2111,3,7,10,661,1312,1973,59,55,114,0,13,11,24
27-04-24,15,9,6,,,,742,1384,2126,8,7,15,669,1319,1988,60,54,114,0,13,11,24
28-04-24,31,11,20,,,,753,1404,2157,7,17,24,676,1336,2012,64,57,121,0,13,11,24
29-04-24,28,3,25,,,,756,1429,2185,10,20,30,686,1356,2042,57,62,119,0,13,11,24
30-04-24,24,6,18,,,,762,1447,2209,3,10,13,689,1366,2055,60,70,130,0,13,11,24
01-05-24,11,1,10,,,,763,1457,2220,0,10,10,689,1376,2065,61,70,131,0,13,11,24
02-05-24,19,6,13,,,,769,1470,2239,10,20,30,699,1396,2095,57,63,120,0,13,11,24
03-05-24,9,3,6,,,,772,1476,2248,3,7,10,702,1403,2105,54,62,116,3,16,11,27
04-05-24,13,8,5,,,,780,1481,2261,9,6,15,711,1409,2120,53,61,114,0,16,11,27
05-05-24,27,6,21,,,,786,1502,2288,9,23,32,720,1432,2152,50,59,109,0,16,11,27
06-05-24,35,13,22,,,,799,1524,2323,2,9,11,722,1441,2163,61,72,133,0,16,11,27
07-05-24,15,6,11,,,,805,1533,2338,1,22,23,723,1463,2186,66,59,125,0,16,11,27
08-05-24,22,5,17,,,,810,1550,2360,9,10,19,732,1473,2205,62,65,127,1,16,12,28
09-05-24,31,11,20,,,,821,1570,2391,6,23,29,738,1496,2234,66,62,128,1,17,12,29
10-05-24,6,2,4,,,,823,1574,2397,2,6,8,740,1502,2242,66,60,126,0,17,12,29
11-05-24,17,9,8,,,,832,1582,2414,9,7,16,749,1509,2258,66,61,127,0,17,12,29
12-05-24,46,5,41,,,,837,1623,2460,9,24,33,758,1533,2291,62,78,140,0,17,12,29
13-05-24,36,7,29,,,,844,1652,2496,6,33,39,764,1566,2330,63,74,137,0,17,12,29
14-05-24,28,10,18,,,,854,1670,2524,10,7,17,774,1583,2357,63,75,138,0,17,12,29
15-05-24,21,11,10,,,,865,1680,2545,7,13,20,781,1596,2377,64,72,136,3,20,12,32
16-05-24,24,14,10,,,,879,1690,2569,10,18,28,791,1614,2405,68,64,132,0,20,12,32
17-05-24,12,6,6,,,,885,1696,2581,4,4,8,795,1618,2413,69,66,135,1,21,12,33
18-05-24,13,7,6,,,,892,1702,2594,5,8,13,800,1626,2426,71,64,135,0,21,12,33
19-05-24,34,8,26,,,,900,1728,2628,11,7,18,811,1653,2464,68,63,131,0,21,12,33
20-05-24,27,10,17,,,,910,1745,2655,6,14,20,817,1667,2484,72,66,138,0,21,12,33
21-05-24,21,6,15,,,,916,1760,2676,6,9,15,823,1686,2509,72,62,134,0,21,12,33
22-05-24,7,7,0,,,,923,1760,2683,9,5,14,832,1691,2523,70,57,127,0,21,12,33
23-05-24,31,5,26,,,,928,1786,2714,4,13,17,836,1714,2550,71,60,131,0,21,12,33
24-05-24,12,5,7,,,,933,1793,2726,16,5,21,852,1719,2571,60,62,122,0,21,12,33
25-05-24,19,9,10,,,,942,1803,2745,4,3,7,856,1722,2578,65,69,134,0,21,12,33
26-05-24,28,4,24,,,,946,1827,2773,5,24,29,861,1746,2607,64,69,133,0,21,12,33
27-05-24,16,10,6,,,,956,1833,2789,9,7,16,870,1753,2623,64,68,132,1,22,12,34
28-05-24,6,2,4,,,,958,1837,2795,8,27,35,878,1780,2658,57,45,102,1,23,12,35
29-05-24,15,6,9,,,,964,1846,2810,5,15,20,883,1795,2678,58,39,97,0,23,12,35
