Date,affected-people-per-day,affected-Dhaka(Inside City),daily-affected-Outside-Dhaka,affected-Dhaka(Outside City),affected-Mymensingh,affected-chittagong,affected-khulna,affected-Rajhshahi,affected-Rangpur,affected-Barishal,affected-Syllhet
01-01-22,4,2,2,0,0,1,0,0,0,1,0
02-01-22,11,7,4,0,0,0,0,0,0,4,0
03-01-22,29,4,25,0,0,25,0,0,0,0,0
04-01-22,4,2,2,1,0,0,0,0,0,1,0
05-01-22,4,2,2,0,0,2,0,0,0,0,0
06-01-22,9,3,6,0,0,6,0,0,0,0,0
07-01-22,1,1,0,0,0,0,0,0,0,0,0
08-01-22,2,2,0,0,0,0,0,0,0,0,0
09-01-22,7,4,3,0,0,3,0,0,0,0,0
10-01-22,3,2,1,0,0,1,0,0,0,0,0
11-01-22,3,3,0,0,0,0,0,0,0,0,0
12-01-22,14,0,14,0,0,12,0,0,1,1,0
13-01-22,3,3,0,0,0,0,0,0,0,0,0
14-01-22,1,1,0,0,0,0,0,0,0,0,0
15-01-22,5,3,2,0,1,1,0,0,0,0,0
16-01-22,2,2,0,0,0,0,0,0,0,0,0
17-01-22,2,2,0,0,0,0,0,0,0,0,0
18-01-22,4,3,1,0,0,1,0,0,0,0,0
19-01-22,7,5,2,0,0,2,0,0,0,0,0
20-01-22,1,1,0,0,0,0,0,0,0,0,0
21-01-22,0,0,0,0,0,0,0,0,0,0,0
22-01-22,0,0,0,0,0,0,0,0,0,0,0
23-01-22,2,1,1,0,0,0,1,0,0,0,0
24-01-22,3,2,1,0,0,1,0,0,0,0,0
25-01-22,1,1,0,0,0,0,0,0,0,0,0
26-01-22,0,0,0,0,0,0,0,0,0,0,0
27-01-22,1,1,0,0,0,0,0,0,0,0,0
28-01-22,2,2,0,0,0,0,0,0,0,0,0
29-01-22,0,0,0,0,0,0,0,0,0,0,0
30-01-22,0,0,0,0,0,0,0,0,0,0,0
31-01-22,1,0,1,0,0,1,0,0,0,0,0
02-01-22,0,0,0,0,0,0,0,0,0,0,0
02-02-22,2,2,0,0,0,0,0,0,0,0,0
02-03-22,2,2,0,0,0,0,0,0,0,0,0
02-04-22,0,0,0,0,0,0,0,0,0,0,0
02-05-22,2,2,0,0,0,0,0,0,0,0,0
02-06-22,1,1,0,0,0,0,0,0,0,0,0
02-07-22,0,0,0,0,0,0,0,0,0,0,0
02-08-22,0,0,0,0,0,0,0,0,0,0,0
02-09-22,0,0,0,0,0,0,0,0,0,0,0
02-10-22,0,0,0,0,0,0,0,0,0,0,0
02-11-22,0,0,0,0,0,0,0,0,0,0,0
02-12-22,5,1,4,0,0,1,0,0,0,3,0
13-02-22,1,1,0,0,0,0,0,0,0,0,0
14-02-22,2,0,2,0,0,0,0,0,0,2,0
15-02-22,1,0,1,0,0,0,1,0,0,0,0
16-02-22,0,0,0,0,0,0,0,0,0,0,0
17-02-22,0,0,0,0,0,0,0,0,0,0,0
18-02-22,0,0,0,0,0,0,0,0,0,0,0
19-02-22,0,0,0,0,0,0,0,0,0,0,0
20-02-22,0,0,0,0,0,0,0,0,0,0,0
21-02-22,0,0,0,0,0,0,0,0,0,0,0
22-02-22,1,0,1,0,0,1,0,0,0,0,0
23-02-22,2,1,1,0,0,0,0,0,1,0,0
24-02-22,0,0,0,0,0,0,0,0,0,0,0
25-02-22,0,0,0,0,0,0,0,0,0,0,0
26-02-22,0,0,0,0,0,0,0,0,0,0,0
27-02-22,0,0,0,0,0,0,0,0,0,0,0
28-02-22,0,0,0,0,0,0,0,0,0,0,0
03-01-22,0,0,0,0,0,0,0,0,0,0,0
03-02-22,1,1,0,0,0,0,0,0,0,0,0
03-03-22,0,0,0,0,0,0,0,0,0,0,0
03-04-22,0,0,0,0,0,0,0,0,0,0,0
03-05-22,0,0,0,0,0,0,0,0,0,0,0
03-06-22,3,1,2,0,0,2,0,0,0,0,0
03-07-22,0,0,0,0,0,0,0,0,0,0,0
03-08-22,0,0,0,0,0,0,0,0,0,0,0
03-09-22,1,1,0,0,0,0,0,0,0,0,0
03-10-22,1,1,0,0,0,0,0,0,0,0,0
03-11-22,2,2,0,0,0,0,0,0,0,0,0
03-12-22,0,0,0,0,0,0,0,0,0,0,0
13-03-22,0,0,0,0,0,0,0,0,0,0,0
14-03-22,0,0,0,0,0,0,0,0,0,0,0
15-03-22,0,0,0,0,0,0,0,0,0,0,0
16-03-22,1,0,1,0,0,0,1,0,0,0,0
17-03-22,0,0,0,0,0,0,0,0,0,0,0
18-03-22,0,0,0,0,0,0,0,0,0,0,0
19-03-22,0,0,0,0,0,0,0,0,0,0,0
20-03-22,0,0,0,0,0,0,0,0,0,0,0
21-03-22,0,0,0,0,0,0,0,0,0,0,0
22-03-22,0,0,0,0,0,0,0,0,0,0,0
23-03-22,2,0,2,0,0,0,2,0,0,0,0
24-03-22,1,0,1,0,0,1,0,0,0,0,0
25-03-22,0,0,0,0,0,0,0,0,0,0,0
26-03-22,1,0,1,0,1,0,0,0,0,0,0
27-03-22,1,1,0,0,0,0,0,0,0,0,0
28-03-22,0,0,0,0,0,0,0,0,0,0,0
29-03-22,2,0,2,0,0,1,0,1,0,0,0
30-03-22,4,4,0,0,0,0,0,0,0,0,0
31-03-22,0,0,0,0,0,0,0,0,0,0,0
04-01-22,0,0,0,0,0,0,0,0,0,0,0
04-02-22,0,0,0,0,0,0,0,0,0,0,0
04-03-22,2,2,0,0,0,0,0,0,0,0,0
04-04-22,0,0,0,0,0,0,0,0,0,0,0
04-05-22,0,0,0,0,0,0,0,0,0,0,0
04-06-22,0,0,0,0,0,0,0,0,0,0,0
04-07-22,1,1,0,0,0,0,0,0,0,0,0
04-08-22,0,0,0,0,0,0,0,0,0,0,0
04-09-22,0,0,0,0,0,0,0,0,0,0,0
04-10-22,2,2,0,0,0,0,0,0,0,0,0
04-11-22,1,1,0,0,0,0,0,0,0,0,0
04-12-22,0,0,0,0,0,0,0,0,0,0,0
13-04-22,2,1,1,0,0,1,0,0,0,0,0
14-04-22,0,0,0,0,0,0,0,0,0,0,0
15-04-22,0,0,0,0,0,0,0,0,0,0,0
16-04-22,2,1,1,0,0,1,0,0,0,0,0
17-04-22,1,1,0,0,0,0,0,0,0,0,0
18-04-22,1,1,0,0,0,0,0,0,0,0,0
19-04-22,0,0,0,0,0,0,0,0,0,0,0
20-04-22,2,2,0,0,0,0,0,0,0,0,0
21-04-22,2,1,1,0,0,1,0,0,0,0,0
22-04-22,0,0,0,0,0,0,0,0,0,0,0
23-04-22,0,0,0,0,0,0,0,0,0,0,0
24-04-22,1,1,0,0,0,0,0,0,0,0,0
25-04-22,2,1,1,0,0,0,1,0,0,0,0
26-04-22,3,3,0,0,0,0,0,0,0,0,0
27-04-22,1,1,0,0,0,0,0,0,0,0,0
28-04-22,0,0,0,0,0,0,0,0,0,0,0
29-04-22,0,0,0,0,0,0,0,0,0,0,0
30-04-22,0,0,0,0,0,0,0,0,0,0,0
05-01-22,0,0,0,0,0,0,0,0,0,0,0
05-02-22,0,0,0,0,0,0,0,0,0,0,0
05-03-22,0,0,0,0,0,0,0,0,0,0,0
05-04-22,0,0,0,0,0,0,0,0,0,0,0
05-05-22,1,1,0,0,0,0,0,0,0,0,0
05-06-22,1,1,0,0,0,0,0,0,0,0,0
05-07-22,0,0,0,0,0,0,0,0,0,0,0
05-08-22,5,5,0,0,0,0,0,0,0,0,0
05-09-22,1,1,0,0,0,0,0,0,0,0,0
05-10-22,2,2,0,0,0,0,0,0,0,0,0
05-11-22,0,0,0,0,0,0,0,0,0,0,0
05-12-22,0,0,0,0,0,0,0,0,0,0,0
13-05-22,1,1,0,0,0,0,0,0,0,0,0
14-05-22,3,3,0,0,0,0,0,0,0,0,0
15-05-22,1,1,0,0,0,0,0,0,0,0,0
16-05-22,8,8,0,0,0,0,0,0,0,0,0
17-05-22,12,12,0,0,0,0,0,0,0,0,0
18-05-22,5,5,0,0,0,0,0,0,0,0,0
19-05-22,5,5,0,0,0,0,0,0,0,0,0
20-05-22,0,0,0,0,0,0,0,0,0,0,0
21-05-22,9,9,0,0,0,0,0,0,0,0,0
22-05-22,6,6,0,0,0,0,0,0,0,0,0
23-05-22,15,14,1,0,0,1,0,0,0,0,0
24-05-22,12,12,0,0,0,0,0,0,0,0,0
25-05-22,6,6,0,0,0,0,0,0,0,0,0
26-05-22,7,7,0,0,0,0,0,0,0,0,0
27-05-22,6,5,1,0,0,0,1,0,0,0,0
28-05-22,15,15,0,0,0,0,0,0,0,0,0
29-05-22,10,10,0,0,0,0,0,0,0,0,0
30-05-22,18,18,0,0,0,0,0,0,0,0,0
31-05-22,14,14,0,0,0,0,0,0,0,0,0
06-01-22,9,9,0,0,0,0,0,0,0,0,0
06-02-22,20,19,1,0,0,0,1,0,0,0,0
06-03-22,17,16,1,0,0,0,1,0,0,0,0
06-04-22,13,13,0,0,0,0,0,0,0,0,0
06-05-22,15,14,1,0,0,1,0,0,0,0,0
06-06-22,20,19,1,0,1,0,0,0,0,0,0
06-07-22,17,16,1,0,1,0,0,0,0,0,0
06-08-22,16,16,0,0,0,0,0,0,0,0,0
06-09-22,31,28,3,0,0,2,1,0,0,0,0
06-10-22,17,17,0,0,0,0,0,0,0,0,0
06-11-22,20,19,1,0,0,0,1,0,0,0,0
06-12-22,24,23,1,0,0,1,0,0,0,0,0
13-06-22,18,13,5,0,0,5,0,0,0,0,0
14-06-22,18,17,1,0,0,0,0,0,1,0,0
15-06-22,22,22,0,0,0,0,0,0,0,0,0
16-06-22,31,31,0,0,0,0,0,0,0,0,0
17-06-22,29,29,0,0,0,0,0,0,0,0,0
18-06-22,40,39,1,0,0,1,0,0,0,0,0
19-06-22,24,24,0,0,0,0,0,0,0,0,0
20-06-22,27,26,1,0,1,0,0,0,0,0,0
21-06-22,27,27,0,0,0,0,0,0,0,0,0
22-06-22,27,26,1,1,0,0,0,0,0,0,0
23-06-22,29,26,3,1,1,0,1,0,0,0,0
24-06-22,21,16,5,1,1,3,0,0,0,0,0
25-06-22,35,33,2,0,2,0,0,0,0,0,0
26-06-22,32,29,3,0,1,1,1,0,0,0,0
27-06-22,17,17,0,0,0,0,0,0,0,0,0
28-06-22,47,46,1,0,0,0,1,0,0,0,0
29-06-22,40,38,2,0,0,1,1,0,0,0,0
30-06-22,33,33,0,0,0,0,0,0,0,0,0
07-01-22,22,19,3,0,0,3,0,0,0,0,0
07-02-22,49,47,2,0,0,1,1,0,0,0,0
07-03-22,42,32,10,0,1,5,0,0,0,4,0
07-04-22,36,31,5,0,0,3,2,0,0,0,0
07-05-22,46,43,3,0,2,0,1,0,0,0,0
07-06-22,32,32,0,0,0,0,0,0,0,0,0
07-07-22,31,28,3,0,0,0,0,0,0,3,0
07-08-22,29,29,0,0,0,0,0,0,0,0,0
07-09-22,17,17,0,0,0,0,0,0,0,0,0
07-10-22,4,4,0,0,0,0,0,0,0,0,0
07-11-22,7,7,0,0,0,0,0,0,0,0,0
07-12-22,73,42,31,0,2,29,0,0,0,0,0
13-07-22,51,39,12,0,0,11,1,0,0,0,0
14-07-22,51,41,10,0,1,8,1,0,0,0,0
15-07-22,31,30,1,0,1,0,0,0,0,0,0
16-07-22,60,54,6,2,0,0,0,0,0,4,0
17-07-22,53,35,18,0,0,16,1,0,0,1,0
18-07-22,66,44,22,3,2,14,1,0,0,2,0
19-07-22,51,38,13,3,0,10,0,0,0,0,0
20-07-22,70,56,14,0,2,12,0,0,0,0,0
21-07-22,69,52,17,0,0,14,2,0,0,1,0
22-07-22,35,34,1,0,1,0,0,0,0,0,0
23-07-22,67,63,4,0,2,2,0,0,0,0,0
24-07-22,65,59,6,0,1,3,1,1,0,0,0
25-07-22,60,40,20,0,0,19,1,0,0,0,0
26-07-22,99,74,25,0,0,22,0,0,0,3,0
27-07-22,,,,,,,,,,,
28-07-22,64,58,6,0,1,3,2,0,0,0,0
29-07-22,65,48,17,3,0,14,0,0,0,0,0
30-07-22,85,72,13,2,0,11,0,0,0,0,0
31-07-22,80,57,23,2,0,20,0,1,0,0,0
08-01-22,87,66,21,2,1,17,1,0,0,0,0
08-02-22,65,51,14,0,0,14,0,0,0,0,0
08-03-22,77,59,18,0,1,17,0,0,0,0,0
08-04-22,91,67,24,0,1,19,0,0,0,4,0
08-05-22,40,40,0,0,0,0,0,0,0,0,0
08-06-22,77,77,0,0,0,0,0,0,0,0,0
08-07-22,87,73,14,0,0,14,0,0,0,0,0
08-08-22,79,59,20,0,0,18,2,0,0,0,0
08-09-22,53,50,3,0,3,0,0,0,0,0,0
08-10-22,92,73,19,0,0,18,1,0,0,0,0
08-11-22,90,73,17,0,0,13,4,0,0,0,0
08-12-22,53,50,3,0,0,0,1,0,0,2,0
13-08-22,92,89,3,0,1,0,1,0,0,1,0
14-08-22,116,70,46,2,1,39,3,0,0,1,0
15-08-22,96,69,27,0,0,24,2,0,0,1,0
16-08-22,128,108,20,0,2,16,1,0,0,1,0
17-08-22,98,77,21,5,0,14,1,0,0,1,0
18-08-22,93,81,12,0,4,8,0,0,0,0,0
19-08-22,54,46,8,0,0,5,2,1,0,0,0
20-08-22,117,97,20,0,1,13,0,0,0,6,0
21-08-22,135,116,19,0,2,17,0,0,0,0,0
22-08-22,139,122,17,0,0,11,3,0,0,2,1
23-08-22,153,107,46,1,1,43,1,0,0,0,0
24-08-22,165,125,40,2,0,29,6,0,0,3,0
25-08-22,180,134,46,8,2,31,1,0,0,4,0
26-08-22,68,67,1,0,0,0,1,0,0,0,0
27-08-22,131,109,22,2,3,12,2,0,0,3,0
28-08-22,176,144,32,0,0,26,1,0,1,4,0
29-08-22,201,149,52,0,2,47,0,0,1,2,0
30-08-22,237,196,41,2,1,32,2,0,0,4,0
31-08-22,251,203,48,2,1,33,7,0,0,5,0
09-01-22,176,143,33,4,1,17,7,0,0,4,0
09-02-22,90,71,19,2,0,11,6,0,0,0,0
09-03-22,245,204,41,0,7,25,7,0,0,2,0
09-04-22,213,158,55,1,1,28,14,0,0,10,1
09-05-22,208,157,51,0,5,32,8,0,0,6,0
09-06-22,284,224,60,4,1,33,13,0,0,9,0
09-07-22,279,196,83,5,4,47,20,0,0,6,1
09-08-22,275,204,71,0,1,40,7,3,0,20,0
09-09-22,145,140,5,0,0,0,1,4,0,0,0
09-10-22,294,244,50,0,5,33,4,0,0,8,0
09-11-22,360,239,121,3,1,88,15,1,1,11,1
09-12-22,345,228,117,17,7,52,13,9,0,18,1
13-09-22,353,238,115,16,9,53,16,3,3,15,0
14-09-22,389,264,125,15,1,57,32,4,0,16,0
15-09-22,395,294,101,9,3,49,17,15,0,8,0
16-09-22,164,138,26,0,4,7,6,9,0,0,0
17-09-22,381,302,79,15,5,14,14,8,6,17,0
18-09-22,399,280,119,8,5,49,34,12,0,11,0
19-09-22,392,253,139,10,4,57,20,26,1,19,2
