Date,affected-people-per-day,affected-Dhaka(Inside City),daily-affected-Outside-Dhaka,affected-Dhaka(Outside City),affected-Mymensingh,affected-chittagong,affected-khulna,affected-Rajhshahi,affected-Rangpur,affected-Barishal,affected-Syllhet
20-01-24,18,6,12,2,1,3,1,0,0,5,0
21-01-24,32,8,24,3,0,2,3,3,2,10,1
22-01-24,30,4,26,4,0,10,1,1,0,10,0
23-01-24,24,7,17,5,0,7,0,0,0,4,1
24-01-24,20,7,13,0,1,10,1,0,0,1,0
25-01-24,18,5,13,1,1,7,0,0,0,4,0
26-01-24,14,6,8,1,0,6,0,1,0,0,0
27-01-24,22,5,17,1,0,8,0,0,0,8,0
28-01-24,25,2,23,5,1,9,6,0,1,1,0
29-01-24,14,6,8,1,0,3,1,0,0,3,0
30-01-24,15,14,1,5,0,7,0,0,0,2,0
31-01-24,20,9,11,3,0,4,0,1,0,3,0
02-01-24,17,4,13,3,0,7,0,0,0,3,0
02-02-24,11,5,6,2,1,3,0,0,0,0,0
02-03-24,10,6,4,1,0,2,0,0,0,1,0
02-04-24,28,9,19,4,0,7,1,1,0,5,1
02-05-24,11,6,5,1,0,2,0,0,0,2,0
02-06-24,22,5,17,0,1,13,1,0,0,2,0
02-07-24,25,6,19,7,0,8,2,0,0,2,0
02-08-24,20,9,11,1,0,7,0,1,0,2,0
02-09-24,3,2,1,0,0,1,0,0,0,0,0
02-10-24,8,6,2,2,0,0,0,0,0,0,0
02-11-24,14,5,9,4,0,1,1,0,0,3,0
02-12-24,7,3,4,2,0,1,0,0,0,1,0
13-02-24,13,5,8,2,0,3,1,0,0,2,0
14-02-24,8,1,7,0,0,3,0,0,0,4,0
15-02-24,5,1,4,0,0,4,0,0,0,0,0
16-02-24,3,2,1,1,0,0,0,0,0,0,0
17-02-24,11,5,6,0,0,3,0,0,0,3,0
18-02-24,7,3,4,1,1,2,0,0,0,0,0
19-02-24,11,6,5,3,0,1,0,0,0,1,0
20-02-24,6,0,6,0,0,4,0,0,0,2,0
21-02-24,5,2,3,1,0,2,0,0,0,0,0
22-02-24,16,4,12,0,0,10,0,0,0,2,0
23-02-24,3,1,2,0,0,2,0,0,0,0,0
24-02-24,11,4,7,1,0,0,0,0,0,6,0
25-02-24,20,2,18,1,3,12,0,0,0,2,0
26-02-24,6,4,2,1,0,1,0,0,0,0,0
27-02-24,19,8,11,1,0,7,0,0,0,3,0
28-02-24,9,3,6,2,0,2,0,0,0,2,0
29-02-24,10,6,4,0,0,2,0,0,0,2,0
03-01-24,4,1,3,0,0,1,0,0,0,2,0
03-02-24,9,4,5,0,1,2,0,0,0,2,0
03-03-24,10,3,7,0,1,4,0,0,0,2,0
03-04-24,10,4,6,0,0,2,2,1,0,1,0
03-05-24,3,3,0,0,0,0,0,0,0,0,0
03-06-24,13,4,9,0,0,7,0,0,0,2,0
03-07-24,12,6,6,1,2,3,0,0,0,0,0
03-08-24,11,7,4,0,0,4,0,0,0,0,0
03-09-24,6,3,3,0,0,2,0,0,0,1,0
03-10-24,12,4,8,1,0,7,0,0,0,0,0
03-11-24,10,5,5,0,0,2,1,0,0,2,0
03-12-24,8,5,3,0,0,2,1,0,0,0,0
13-03-24,8,4,4,2,0,2,0,0,0,0,0
14-03-24,15,1,14,5,0,5,2,1,0,1,0
15-03-24,2,1,1,0,1,0,0,0,0,0,0
16-03-24,10,5,5,0,0,1,0,2,0,2,0
17-03-24,9,0,9,1,0,7,0,0,0,1,0
18-03-24,20,7,13,1,0,10,1,0,0,1,0
19-03-24,19,6,13,1,0,10,0,1,0,1,0
20-03-24,14,3,11,3,0,6,0,0,0,2,0
21-03-24,11,3,8,1,2,3,0,0,0,2,0
22-03-24,6,4,2,0,0,2,0,0,0,0,0
23-03-24,4,4,0,0,0,0,0,0,0,0,0
24-03-24,11,2,9,1,0,5,0,0,0,3,0
25-03-24,10,3,7,2,0,4,1,0,0,0,0
26-03-24,4,1,3,2,0,1,0,0,0,0,0
27-03-24,14,3,11,1,0,7,0,0,0,3,0
28-03-24,10,2,8,4,0,3,0,0,1,0,0
29-03-24,4,3,1,0,0,0,1,0,0,0,0
30-03-24,11,11,0,0,0,0,0,0,0,0,0
31-03-24,21,7,14,3,0,10,0,1,0,0,0
04-01-24,14,3,11,2,1,3,0,0,0,5,0
04-02-24,10,6,4,0,0,3,0,0,1,0,0
04-03-24,6,1,5,0,0,4,0,0,1,0,0
04-04-24,11,1,10,5,0,3,0,0,0,2,0
04-05-24,1,1,0,0,0,0,0,0,0,0,0
04-06-24,9,5,4,1,0,0,0,0,0,3,0
04-07-24,13,4,9,0,2,5,0,0,0,1,1
04-08-24,5,3,2,0,0,0,2,0,0,0,0
04-09-24,15,2,13,0,0,12,0,0,0,1,0
04-10-24,0,0,0,0,0,0,0,0,0,0,0
04-11-24,18,0,18,0,3,12,0,0,0,3,0
04-12-24,2,2,0,0,0,0,0,0,0,0,0
13-04-24,14,7,7,6,0,0,0,0,0,1,0
14-04-24,8,5,3,3,0,0,0,0,0,0,0
15-04-24,34,8,26,7,3,14,2,0,0,0,0
16-04-24,34,5,29,3,1,15,0,0,0,10,0
17-04-24,17,6,11,3,0,7,1,0,0,0,0
18-04-24,23,6,17,1,0,13,1,0,1,1,0
19-04-24,13,9,4,4,0,0,0,0,0,0,0
20-04-24,17,12,5,4,0,1,0,0,0,0,0
21-04-24,34,17,17,8,2,0,2,0,0,5,0
22-04-24,37,6,31,6,0,22,1,0,0,2,0
23-04-24,11,4,7,4,0,0,0,2,0,1,0
24-04-24,33,13,20,8,1,10,1,0,0,0,0
25-04-24,19,4,15,1,0,9,2,0,0,3,0
26-04-24,8,3,5,5,0,0,0,0,0,0,0
27-04-24,15,9,6,1,2,1,0,0,0,2,0
28-04-24,31,11,20,3,0,13,2,0,0,2,0
29-04-24,28,3,25,1,0,14,1,0,0,9,0
30-04-24,24,6,18,2,0,4,0,1,0,11,0
05-01-24,11,1,10,5,0,5,0,0,0,0,0
05-02-24,19,6,13,3,1,8,0,0,0,1,0
05-03-24,9,3,6,4,0,0,0,0,0,2,0
05-04-24,13,8,5,0,0,0,1,2,0,2,0
05-05-24,27,6,21,1,1,13,2,2,0,2,0
05-06-24,35,13,22,5,2,4,1,0,0,10,0
05-07-24,15,6,11,1,0,2,0,0,0,6,0
05-08-24,22,5,17,2,1,5,0,2,0,7,0
05-09-24,31,11,20,4,0,3,0,0,0,13,0
05-10-24,6,2,4,0,2,0,0,0,0,2,0
05-11-24,17,9,8,0,1,0,1,0,0,6,0
05-12-24,46,5,41,11,0,23,0,0,0,4,3
13-05-24,36,7,29,5,0,14,0,0,0,10,0
14-05-24,28,10,18,9,1,3,0,0,0,5,0
15-05-24,21,11,10,1,0,3,1,0,0,5,0
16-05-24,24,14,10,6,0,1,0,0,0,3,0
17-05-24,12,6,6,5,1,0,0,0,0,0,0
18-05-24,13,7,6,0,0,0,0,0,0,6,0
19-05-24,34,8,26,2,2,12,2,0,0,8,0
20-05-24,27,10,17,3,0,6,0,0,3,5,0
21-05-24,21,6,15,1,2,2,0,1,0,9,0
22-05-24,7,7,0,0,0,0,0,0,0,0,0
23-05-24,31,5,26,1,0,11,2,1,0,11,0
24-05-24,12,5,7,1,0,3,0,0,0,3,0
25-05-24,19,9,10,2,2,5,1,0,0,0,0
26-05-24,28,4,24,6,0,11,2,0,0,5,0
27-05-24,16,10,6,0,0,6,0,0,0,0,0
28-05-24,6,2,4,2,0,2,0,0,0,0,0
29-05-24,15,6,9,2,0,3,0,0,0,4,0
30-05-24,25,12,13,4,0,3,2,0,0,4,0
31-05-24,18,7,11,0,0,7,2,0,0,2,0
06-01-24,16,9,7,2,1,1,1,0,0,2,0
06-02-24,34,7,27,4,0,15,2,1,0,4,1
06-03-24,22,15,7,3,0,3,0,0,0,1,0
06-04-24,35,10,20,4,2,8,9,0,0,2,0
06-05-24,24,10,14,6,0,3,0,0,0,5,0
06-06-24,19,10,9,3,2,2,0,0,0,2,0
06-07-24,16,3,13,3,0,1,7,0,0,2,0
06-08-24,12,8,4,3,0,0,0,0,0,1,0
06-09-24,25,7,18,0,1,7,3,0,1,6,0
06-10-24,47,16,31,6,2,2,10,0,0,11,0
06-11-24,15,7,8,0,0,3,1,0,0,4,0
06-12-24,32,16,16,4,0,10,0,0,0,2,0
13-06-24,31,12,19,6,0,6,1,0,0,6,0
14-06-24,12,8,4,2,0,0,1,0,0,1,0
15-06-24,14,8,6,3,1,0,1,0,0,1,0
16-06-24,4,1,3,3,0,0,0,0,0,0,0
17-06-24,0,0,0,0,0,0,0,0,0,0,0
18-06-24,7,2,5,2,1,2,0,0,0,0,0
19-06-24,59,23,36,5,0,21,4,0,0,6,0
20-06-24,27,9,18,2,1,7,3,0,0,5,0
21-06-24,11,11,0,0,0,0,0,0,0,0,0
22-06-24,28,7,21,0,2,8,3,0,0,8,0
23-06-24,42,13,29,10,0,7,4,0,0,8,0
24-06-24,34,16,18,0,0,16,0,0,0,2,0
25-06-24,43,16,27,3,1,13,1,0,0,9,0
26-06-24,34,17,17,4,0,5,3,2,0,3,0
27-06-24,42,18,24,5,0,12,5,1,0,1,0
28-06-24,9,7,2,0,0,2,0,0,0,0,0
29-06-24,60,30,30,6,1,18,4,0,0,1,0
30-06-24,44,12,32,3,0,24,2,0,0,3,0
07-01-24,51,17,34,8,1,17,2,1,2,3,0
07-02-24,49,19,30,4,0,17,2,0,0,7,0
07-03-24,61,17,44,9,1,25,2,0,0,7,0
07-04-24,32,12,20,8,0,6,1,1,0,4,0
07-05-24,22,13,9,7,0,1,1,0,0,0,0
07-06-24,26,19,7,3,0,0,0,0,0,4,0
07-07-24,86,33,53,8,3,25,5,0,0,12,0
07-08-24,63,26,37,6,1,23,0,1,0,6,0
07-09-24,88,28,60,8,1,29,14,0,0,8,0
07-10-24,79,31,48,17,3,17,6,3,0,2,0
07-11-24,103,45,58,15,2,23,8,0,0,10,0
07-12-24,25,13,12,7,1,3,0,1,0,0,0
13-07-24,75,57,18,0,3,0,7,1,0,7,0
14-07-24,155,47,108,17,2,65,13,0,0,11,0
15-07-24,112,55,57,12,0,33,4,2,0,6,0
16-07-24,110,52,58,13,1,26,5,2,0,11,0
17-07-24,25,20,5,0,0,2,0,0,0,3,0
18-07-24,,,,,,,,,,,
19-07-24,,,,,,,,,,,
20-07-24,,,,,,,,,,,
21-07-24,,,,,,,,,,,
22-07-24,,,,,,,,,,,
23-07-24,,,,,,,,,,,
24-07-24,174,82,92,2,3,53,0,0,0,34,0
25-07-24,263,164,99,2,9,55,8,2,0,23,0
26-07-24,148,30,118,0,0,118,0,0,0,0,0
27-07-24,98,74,24,0,0,6,0,0,0,18,0
28-07-24,272,87,185,2,4,135,14,2,0,28,0
29-07-24,226,98,128,6,2,69,12,3,2,34,0
30-07-24,150,45,105,5,0,50,15,0,6,29,0
31-07-24,176,73,103,6,3,63,12,0,0,19,0
08-01-24,197,93,104,2,7,53,14,1,0,27,0
08-02-24,80,38,42,4,1,2,0,0,8,27,0
08-03-24,154,118,36,22,1,0,0,0,0,13,0
08-04-24,211,78,133,13,4,90,23,3,0,0,0
08-05-24,35,34,1,0,1,0,0,0,0,0,0
08-06-24,192,38,154,13,0,118,3,0,2,18,0
08-07-24,159,60,99,16,3,40,13,0,0,27,0
08-08-24,181,93,88,15,2,52,4,1,0,14,0
08-09-24,34,20,14,3,2,8,1,0,0,0,0
08-10-24,204,131,73,0,3,69,1,0,0,0,0
08-11-24,202,99,103,10,3,71,19,0,0,0,0
08-12-24,285,112,173,6,4,62,21,5,4,71,0
13-08-24,215,100,115,15,2,60,14,2,0,22,0
14-08-24,233,88,145,11,5,69,26,3,0,31,0
15-08-24,228,106,122,14,6,50,9,1,0,42,0
16-08-24,50,38,12,0,0,9,3,0,0,0,0
17-08-24,237,132,105,22,8,72,3,0,0,0,0
18-08-24,334,120,214,14,4,91,37,0,0,68,0
19-08-24,265,97,168,26,6,58,34,9,0,35,0
20-08-24,249,95,154,20,11,78,19,7,0,19,0
21-08-24,296,114,182,17,7,95,29,3,3,28,0
22-08-24,217,102,115,15,5,55,15,1,0,24,0
23-08-24,78,47,31,17,0,12,2,0,0,0,0
24-08-24,303,158,145,15,5,92,3,0,0,30,0
25-08-24,319,127,192,19,7,68,53,5,3,37,0
26-08-24,105,64,41,16,1,15,7,0,0,2,0
27-08-24,364,187,177,13,16,82,30,4,0,32,0
28-08-24,326,120,206,38,9,102,38,2,0,17,0
29-08-24,269,161,108,18,8,11,40,6,0,25,0
30-08-24,153,68,85,20,0,51,14,0,0,0,0
31-08-24,346,200,146,15,16,102,13,0,0,0,0
09-01-24,478,162,316,50,3,103,58,8,0,94,0
09-02-24,289,129,160,26,8,75,32,5,0,14,0
09-03-24,335,113,222,48,5,87,33,9,1,39,0
09-04-24,385,143,242,48,3,96,47,4,0,44,0
09-05-24,358,165,193,42,7,69,35,4,0,36,0
09-06-24,118,72,46,25,0,7,14,0,0,0,0
09-07-24,403,257,146,31,8,92,15,0,0,0,0
09-08-24,463,208,255,39,9,91,46,10,6,54,0
09-09-24,615,323,292,93,6,94,60,13,2,24,0
09-10-24,534,205,329,84,17,113,59,18,1,37,0
09-11-24,465,188,277,48,22,106,42,7,7,45,0
09-12-24,561,304,257,94,8,61,34,9,15,36,0
13-09-24,196,103,93,37,0,33,14,7,2,0,0
14-09-24,548,359,189,45,24,24,20,9,12,55,0
15-09-24,486,247,239,63,0,79,39,3,9,46,0
16-09-24,267,206,267,31,10,9,10,1,0,0,0
17-09-24,872,367,505,88,13,224,72,25,3,80,0
18-09-24,865,401,464,113,18,145,94,20,28,46,0
19-09-24,887,362,525,143,35,149,96,14,39,49,0
20-09-24,299,169,130,68,18,10,24,3,2,5,0
21-09-24,843,395,448,106,9,193,48,21,0,71,0
22-09-24,926,326,600,186,18,151,101,46,33,65,0
23-09-24,866,327,539,158,36,121,85,54,18,55,12
24-09-24,801,279,522,197,27,126,61,37,17,55,2
25-09-24,854,365,489,200,35,98,64,27,10,55,0
26-09-24,829,363,466,161,23,91,73,24,23,71,0
27-09-24,321,166,155,65,22,19,15,28,0,6,0
28-09-24,860,387,473,98,32,164,53,2,17,101,6
29-09-24,1221,453,768,250,46,183,134,53,28,74,0
30-09-24,1152,449,703,209,27,233,86,40,38,70,0
10-01-24,1144,461,683,232,35,144,81,33,47,99,12
10-02-24,1017,391,626,216,24,150,92,33,31,76,4
10-03-24,1022,423,599,169,42,143,119,27,0,93,6
10-04-24,317,164,153,50,19,38,23,7,10,5,1
10-05-24,927,441,486,164,38,49,76,18,30,102,9
10-06-24,1225,465,760,267,19,169,111,47,53,87,7
10-07-24,1218,445,773,234,21,221,91,69,33,102,2
10-08-24,981,392,589,143,17,160,95,47,30,93,4
10-09-24,1033,441,592,194,32,131,80,59,7,86,3
10-10-24,583,260,323,149,29,22,27,27,7,62,0
10-11-24,490,225,265,122,16,59,35,0,6,27,0
10-12-24,915,343,572,88,45,197,97,24,9,108,4
13-10-24,660,342,318,97,20,57,71,23,17,32,1
14-10-24,1186,517,669,113,32,209,152,41,21,96,5
15-10-24,1108,349,759,270,30,160,122,52,18,101,6
16-10-24,1186,469,717,254,41,136,104,69,14,95,4
17-10-24,1100,419,681,167,32,148,143,40,26,121,4
18-10-24,411,210,201,49,28,47,43,12,0,18,4
19-10-24,1121,470,651,163,25,149,112,44,10,146,2
20-10-24,1298,477,821,273,38,196,146,42,36,83,7
21-10-24,1039,403,636,200,31,149,101,51,24,77,3
22-10-24,1139,417,722,247,39,177,121,30,16,88,4
23-10-24,1138,457,681,180,37,154,104,66,31,104,5
24-10-24,1029,399,630,197,25,143,132,21,19,88,5
25-10-24,477,228,249,114,12,39,33,19,5,25,2
26-10-24,961,401,560,149,44,141,105,21,1,94,5
27-10-24,1248,461,787,244,51,207,107,40,23,111,4
28-10-24,1197,421,776,281,36,140,136,71,26,82,4
29-10-24,1312,503,809,246,28,189,169,40,17,118,2
30-10-24,1154,415,739,221,44,132,145,65,36,94,2
31-10-24,1243,497,746,234,44,143,124,67,24,105,5
11-01-24,382,176,206,35,25,63,46,20,0,12,5
11-02-24,966,474,492,147,40,71,81,21,2,125,5
11-03-24,1306,440,866,237,31,214,154,57,46,118,9
11-04-24,1297,430,867,315,33,185,171,34,36,89,4
11-05-24,1370,525,845,350,39,144,135,28,27,122,0
11-06-24,1109,400,709,175,45,166,139,52,20,107,5
11-07-24,1209,422,787,211,40,160,137,71,26,138,4
11-08-24,466,242,224,92,20,50,43,9,1,6,3
11-09-24,1134,409,725,240,41,163,110,33,5,131,2
11-10-24,1337,443,894,337,48,162,139,69,33,101,5
11-11-24,1194,441,753,246,45,145,142,68,16,88,3
11-12-24,1211,430,781,272,43,139,130,67,18,108,4
13-11-24,1221,396,825,312,35,123,160,66,28,95,6
14-11-24,1107,415,692,243,35,117,121,69,22,81,4
15-11-24,474,207,267,54,20,61,56,66,3,2,5
16-11-24,994,404,590,218,46,65,74,61,6,119,1
17-11-24,1389,376,1013,391,44,172,159,96,19,123,9
18-11-24,1083,380,703,259,36,107,145,58,10,84,4
19-11-24,1052,405,647,159,35,137,140,74,12,85,5
20-11-24,1034,371,663,159,36,128,145,65,12,111,7
21-11-24,1214,358,856,408,39,94,117,91,14,82,11
22-11-24,458,181,277,58,22,62,65,47,2,20,1
23-11-24,886,391,495,103,27,69,107,40,4,144,1
24-11-24,1079,337,742,250,35,133,143,58,17,97,9
25-11-24,934,333,601,188,41,119,126,49,16,61,1
26-11-24,990,345,645,215,38,103,146,59,2,81,1
27-11-24,888,306,582,226,37,80,117,39,17,50,16
28-11-24,837,300,537,207,18,85,109,32,10,72,4
29-11-24,354,177,177,46,22,38,25,41,1,4,0
30-11-24,675,319,356,69,18,72,66,27,6,98,0
12-01-24,882,276,606,201,33,141,91,54,11,67,8
12-02-24,705,269,436,134,18,73,96,43,10,60,2
12-03-24,629,243,386,114,30,54,92,28,12,55,1
12-04-24,629,225,404,132,22,61,75,34,16,55,9
12-05-24,570,208,362,127,17,47,64,50,1,54,2
12-06-24,186,109,77,40,10,5,17,0,0,4,1
12-07-24,562,268,294,55,18,78,47,37,2,53,4
12-08-24,596,240,356,124,20,67,72,32,8,31,2
12-09-24,478,200,278,95,7,41,60,33,4,35,3
12-10-24,453,176,277,93,12,57,42,40,4,29,0
12-11-24,444,169,275,89,13,73,45,27,3,23,2
12-12-24,344,154,190,29,7,51,41,19,2,41,0
13-12-24,241,87,154,61,8,21,44,8,1,9,2
14-12-24,316,161,155,36,6,47,14,11,0,40,1
15-12-24,373,132,241,88,15,34,44,20,2,36,2
16-12-24,107,44,63,20,7,25,6,2,0,2,1
17-12-24,311,121,190,49,10,40,32,7,0,51,1
18-12-24,274,84,190,55,9,41,43,4,3,33,2
19-12-24,236,70,166,54,16,30,26,8,3,28,1
20-12-24,83,35,48,26,3,7,2,8,1,1,0
21-12-24,141,70,71,22,5,12,11,8,0,13,0
22-12-24,165,49,116,27,7,21,22,3,1,35,0
23-12-24,172,70,102,48,4,17,5,10,1,17,0
24-12-24,125,65,60,15,1,8,17,4,0,14,1
25-12-24,67,24,43,11,5,20,0,4,0,2,1
26-12-24,153,42,111,34,2,13,25,6,1,30,0
27-12-24,53,25,28,8,2,12,2,2,1,0,1
28-12-24,104,43,61,33,3,7,2,3,0,13,0
29-12-24,148,46,102,23,4,27,20,14,0,14,0
30-12-24,114,40,74,29,1,11,9,9,0,15,0
31-12-24,84,30,54,14,1,21,3,2,0,13,0
