Date,effected-Mymensingh,Rainfall,Humidity,Temparature,Sunshine,Windspeed
07-04-24,2.0,0.0,84.0,27.6,2.2,1.5
08-04-24,0.0,0.0,89.0,25.35,0.3,1.5
09-04-24,0.0,0.0,77.5,26.85,3.6,1.0
10-04-24,0.0,0.0,80.0,26.55,2.45,1.5
11-04-24,3.0,0.0,81.5,25.85,0.55,1.5
12-04-24,0.0,0.0,75.0,27.85,8.45,1.5
13-04-24,0.0,0.0,73.5,28.6,8.7,1.5
14-04-24,0.0,0.0,75.5,28.85,8.4,1.5
15-04-24,3.0,0.0,73.5,29.9,7.55,2.0
16-04-24,1.0,0.0,74.0,28.5,7.1,2.1
17-04-24,0.0,0.0,76.0,28.450000000000003,8.0,3.65
18-04-24,0.0,0.0,78.0,28.35,5.949999999999999,2.9
19-04-24,0.0,0.0,82.5,28.15,6.95,3.5
20-04-24,0.0,0.0,75.0,30.25,8.1,2.85
21-04-24,2.0,0.0,72.5,31.3,8.15,4.85
22-04-24,0.0,0.0,75.5,28.65,6.699999999999999,5.75
23-04-24,0.0,0.0,69.5,30.549999999999997,7.65,1.35
24-04-24,1.0,0.0,73.5,30.25,8.4,1.75
25-04-24,0.0,0.0,75.0,29.3,7.25,2.3
26-04-24,0.0,0.0,75.0,30.65,8.8,3.0
27-04-24,2.0,0.0,75.5,29.3,8.850000000000001,3.45
28-04-24,0.0,0.0,74.0,30.0,7.95,2.9
29-04-24,0.0,0.0,78.5,30.7,8.9,2.5
30-04-24,0.0,0.0,73.5,30.75,7.75,3.0
01-05-24,0.0,0.0,63.0,30.95,8.35,2.35
02-05-24,1.0,0.0,75.0,29.4,10.0,2.65
03-05-24,0.0,0.0,66.5,29.35,9.35,4.25
04-05-24,0.0,0.0,78.5,27.4,3.25,3.85
05-05-24,1.0,75.0,83.5,25.05,3.45,4.8
06-05-24,2.0,12.0,84.5,22.799999999999997,1.0,3.8499999999999996
07-05-24,0.0,4.0,72.5,26.5,7.15,1.6
08-05-24,1.0,0.0,82.5,25.2,0.0,2.0
09-05-24,0.0,0.0,71.5,27.549999999999997,9.7,4.4
10-05-24,2.0,1.5,77.5,27.15,6.15,2.05
11-05-24,1.0,4.5,81.5,26.35,7.2,2.15
12-05-24,0.0,1.5,75.0,28.8,10.0,1.5
13-05-24,0.0,0.0,71.5,30.4,9.65,2.25
14-05-24,1.0,0.0,74.5,29.95,8.5,1.5
15-05-24,0.0,4.5,74.5,31.45,8.55,2.25
16-05-24,0.0,0.0,71.5,31.950000000000003,10.45,1.5
17-05-24,1.0,0.0,70.5,31.9,8.15,1.85
18-05-24,0.0,0.5,82.5,26.4,0.9,2.0
19-05-24,2.0,9.5,80.5,27.65,2.75,2.2
20-05-24,0.0,0.0,78.0,28.2,4.85,3.0
21-05-24,2.0,0.5,71.0,30.299999999999997,8.1,3.5
22-05-24,0.0,0.0,73.5,29.9,9.2,2.75
23-05-24,0.0,0.0,69.0,32.099999999999994,10.0,1.75
24-05-24,0.0,0.0,72.5,32.5,11.3,1.65
25-05-24,2.0,0.0,69.5,32.2,11.65,6.3
26-05-24,0.0,2.5,74.0,30.75,4.55,5.5
27-05-24,0.0,1.0,94.5,26.2,0.0,12.0
28-05-24,0.0,136.0,83.0,28.25,1.2,4.75
29-05-24,0.0,1.0,85.5,29.9,0.4,3.5
30-05-24,0.0,27.0,89.0,25.55,0.0,3.55
31-05-24,0.0,7.0,84.5,29.35,2.6,2.9
01-06-24,1.0,0.0,80.0,30.85,4.699999999999999,1.5
02-06-24,0.0,0.0,82.0,28.85,5.25,2.2
03-06-24,0.0,11.0,85.0,27.9,3.1500000000000004,4.1
04-06-24,2.0,6.5,89.0,26.85,0.95,3.65
05-06-24,0.0,3.5,80.0,28.5,7.0,2.85
06-06-24,2.0,18.5,84.0,28.1,6.3,2.0
07-06-24,0.0,23.5,82.5,29.3,6.15,1.85
08-06-24,0.0,8.5,85.0,28.15,3.3,1.5
09-06-24,1.0,49.5,89.5,26.6,0.0,3.15
10-06-24,2.0,41.5,89.5,26.9,0.0,1.5
11-06-24,0.0,3.0,85.0,30.35,5.6,1.5
12-06-24,0.0,0.0,85.5,30.1,6.1,2.4
13-06-24,0.0,11.0,92.5,26.65,0.0,3.4
14-06-24,0.0,28.0,89.0,27.15,0.0,2.75
15-06-24,1.0,14.0,91.5,26.6,0.0,2.6
16-06-24,0.0,16.5,90.0,27.35,0.0,3.3
17-06-24,0.0,0.0,91.0,27.35,0.0,2.7
18-06-24,1.0,0.0,95.0,25.65,0.0,3.75
19-06-24,0.0,79.0,94.5,24.7,0.0,2.9000000000000004
20-06-24,1.0,58.5,94.0,25.8,0.0,2.65
21-06-24,0.0,37.5,82.5,29.049999999999997,5.65,1.25
22-06-24,2.0,27.0,88.5,28.35,5.1,2.5
23-06-24,0.0,22.5,80.5,30.8,7.1,1.15
24-06-24,0.0,0.0,82.0,30.799999999999997,5.65,3.2
25-06-24,1.0,17.5,87.5,29.6,0.9,1.35
26-06-24,0.0,10.5,83.0,30.799999999999997,4.449999999999999,1.25
27-06-24,0.0,3.0,85.5,29.4,4.6,1.85
28-06-24,0.0,25.5,85.0,29.3,1.2,2.5
29-06-24,1.0,6.5,90.0,28.45,0.0,1.75
30-06-24,0.0,12.0,92.5,28.0,0.0,1.5
01-07-24,1.0,46.0,93.5,27.8,0.0,1.65
02-07-24,0.0,124.5,92.5,27.4,0.25,2.25
03-07-24,1.0,36.5,89.5,28.05,2.05,1.2
04-07-24,0.0,3.5,89.5,28.1,0.35,1.9
05-07-24,0.0,1.5,90.5,27.95,0.15,2.45
06-07-24,0.0,16.5,91.0,28.200000000000003,0.25,1.8
07-07-24,3.0,16.5,84.0,29.7,5.15,2.9
08-07-24,1.0,0.0,91.0,28.35,3.0500000000000003,0.8
09-07-24,1.0,28.5,88.5,28.85,0.5,2.3499999999999996
10-07-24,3.0,13.0,87.0,29.049999999999997,1.15,1.15
11-07-24,2.0,8.0,89.5,28.9,1.35,2.0
12-07-24,1.0,61.5,88.0,28.45,2.15,1.0
13-07-24,3.0,10.0,86.5,29.1,1.85,1.0
14-07-24,2.0,14.5,82.5,30.200000000000003,4.25,0.9
15-07-24,0.0,1.5,82.5,30.85,6.35,2.35
16-07-24,1.0,3.0,79.0,30.65,4.0,0.6
17-07-24,0.0,0.5,78.5,31.8,4.6,0.5
18-07-24,0.0,0.0,77.5,32.4,8.25,1.0
19-07-24,0.0,0.0,78.0,31.4,9.5,2.15
20-07-24,0.0,3.0,82.0,30.35,7.65,3.5
21-07-24,0.0,11.5,80.0,29.950000000000003,8.100000000000001,3.35
22-07-24,0.0,2.5,82.0,29.35,8.4,3.2
23-07-24,0.0,5.0,85.5,29.0,6.3,3.2
24-07-24,3.0,6.5,83.0,29.85,7.050000000000001,3.4
25-07-24,9.0,0.0,78.5,31.299999999999997,8.4,2.95
26-07-24,0.0,0.0,73.5,32.6,10.350000000000001,0.5
27-07-24,0.0,0.0,72.0,32.1,10.85,2.5
28-07-24,4.0,1.5,73.5,31.7,10.35,0.65
29-07-24,2.0,0.5,81.0,30.25,7.4,1.75
30-07-24,0.0,6.0,89.0,28.95,2.4,1.5
31-07-24,3.0,51.0,84.0,29.55,4.75,1.35
01-08-24,7.0,15.0,89.5,27.3,0.15000000000000002,5.5
02-08-24,1.0,21.5,93.5,26.75,0.0,3.85
03-08-24,1.0,56.0,93.5,27.049999999999997,0.0,2.9
04-08-24,4.0,38.5,86.0,28.9,3.75,1.65
05-08-24,1.0,0.0,93.0,27.7,0.25,1.1
06-08-24,0.0,38.0,85.5,28.9,2.5999999999999996,1.0
07-08-24,3.0,2.0,83.0,29.25,6.9,2.5
08-08-24,2.0,2.0,84.5,28.35,0.8999999999999999,2.15
09-08-24,2.0,5.5,88.0,27.950000000000003,1.75,2.6
10-08-24,3.0,6.0,88.0,28.25,3.25,2.2
11-08-24,3.0,4.5,91.5,28.0,0.7,1.5
12-08-24,4.0,36.0,92.5,28.05,0.0,0.5
13-08-24,2.0,1.5,87.0,29.5,4.4,2.0
14-08-24,5.0,1.5,81.5,30.5,8.0,0.5
15-08-24,6.0,3.0,82.5,30.15,7.449999999999999,1.75
16-08-24,0.0,20.5,81.5,29.4,3.8499999999999996,2.2
17-08-24,8.0,0.5,78.5,29.25,4.05,3.05
18-08-24,4.0,0.0,79.5,29.299999999999997,2.95,1.1
19-08-24,6.0,1.5,87.5,27.25,0.7000000000000001,4.25
20-08-24,11.0,24.0,93.5,26.75,0.44999999999999996,2.95
21-08-24,7.0,101.0,95.0,26.55,0.0,1.35
22-08-24,5.0,37.0,94.0,26.3,0.0,3.35
23-08-24,0.0,21.5,86.0,28.25,3.25,3.9
24-08-24,5.0,0.0,79.5,29.2,9.05,2.6
25-08-24,7.0,4.0,84.0,28.2,5.949999999999999,4.25
26-08-24,1.0,3.0,78.0,28.799999999999997,6.05,4.85
27-08-24,16.0,0.5,79.0,29.6,7.95,2.15
28-08-24,9.0,0.5,80.0,30.1,8.3,1.5
29-08-24,8.0,0.0,77.5,31.5,8.85,0.5
30-08-24,0.0,0.0,81.0,31.1,8.0,0.7
31-08-24,16.0,0.0,78.5,30.7,8.15,1.95
01-09-24,3.0,2.5,88.0,28.45,0.5,0.5
02-09-24,8.0,1.5,76.5,30.9,10.100000000000001,2.0
03-09-24,5.0,7.0,90.0,27.75,0.3,1.0
04-09-24,3.0,7.5,87.0,28.9,3.4,0.5
05-09-24,7.0,1.0,84.0,29.6,2.0500000000000003,0.5
06-09-24,0.0,3.0,80.5,30.700000000000003,9.1,0.5
07-09-24,8.0,3.5,83.5,30.3,6.8,2.65
08-09-24,9.0,28.0,82.5,30.5,8.75,0.5
09-09-24,6.0,0.5,76.5,31.0,8.85,3.15
10-09-24,17.0,0.0,79.5,30.6,8.3,2.0
11-09-24,22.0,0.0,79.0,30.95,7.95,0.5
12-09-24,8.0,0.0,71.5,32.55,10.35,0.5
13-09-24,0.0,0.0,70.0,31.45,7.25,3.75
14-09-24,24.0,0.5,77.0,28.65,0.15000000000000002,5.05
15-09-24,0.0,0.0,85.5,27.9,0.0,2.25
16-09-24,10.0,2.5,82.5,28.75,0.35,2.95
17-09-24,13.0,0.0,80.0,30.7,8.15,0.5
18-09-24,18.0,0.0,77.5,31.75,9.05,0.5
19-09-24,35.0,0.0,78.5,32.25,9.25,1.5
20-09-24,18.0,0.0,77.0,32.55,9.25,0.5
21-09-24,9.0,0.0,87.0,28.450000000000003,6.15,3.5
22-09-24,18.0,14.0,79.5,31.25,9.8,0.5
23-09-24,36.0,0.0,84.0,31.6,3.5999999999999996,2.85
24-09-24,27.0,18.5,87.0,29.0,3.8,2.5
25-09-24,35.0,9.0,93.5,26.9,0.39999999999999997,2.05
26-09-24,23.0,44.0,96.5,25.6,0.0,1.6
27-09-24,22.0,31.0,90.0,27.25,1.25,2.65
28-09-24,32.0,6.5,91.5,27.9,2.85,1.1
29-09-24,46.0,19.5,93.0,28.049999999999997,0.0,2.5
30-09-24,27.0,2.0,87.5,29.4,1.8499999999999999,2.65
01-10-24,35.0,0.0,88.0,29.0,0.0,0.5
02-10-24,24.0,8.0,80.5,30.15,5.45,1.5
03-10-24,42.0,2.0,92.5,26.95,0.15,2.4
04-10-24,19.0,42.5,96.0,25.6,0.0,2.3
05-10-24,38.0,136.0,93.5,26.3,0.0,2.75
06-10-24,19.0,15.5,91.0,26.9,1.2999999999999998,1.5
07-10-24,21.0,1.0,87.5,28.4,5.4,0.5
08-10-24,17.0,0.0,92.0,26.0,0.0,0.5
09-10-24,32.0,36.0,90.0,27.0,0.15,2.6
10-10-24,29.0,0.0,88.5,27.9,0.05,2.6
11-10-24,16.0,7.5,90.5,27.4,0.0,2.6
12-10-24,45.0,16.5,89.0,28.0,2.5,1.5
13-10-24,20.0,1.0,87.5,28.0,0.6,0.5
14-10-24,32.0,0.0,86.5,27.7,1.7999999999999998,0.5
15-10-24,30.0,0.0,85.5,27.65,5.7,1.5
16-10-24,41.0,0.5,87.0,27.85,6.6,1.5
17-10-24,32.0,0.0,90.5,25.549999999999997,0.0,1.5
18-10-24,28.0,7.0,86.0,26.05,1.05,2.0
19-10-24,25.0,0.5,86.5,26.6,5.65,0.65
20-10-24,38.0,0.0,85.0,27.2,7.2,1.0
21-10-24,31.0,0.0,86.0,27.45,7.25,2.5
22-10-24,39.0,0.0,82.0,29.049999999999997,8.95,0.75
23-10-24,37.0,0.0,83.5,27.5,1.05,2.85
24-10-24,25.0,5.0,88.0,24.700000000000003,0.3,2.1
25-10-24,12.0,1.5,83.5,27.1,4.6,2.05
26-10-24,44.0,0.0,88.5,27.0,1.4,2.25
27-10-24,51.0,0.0,85.5,27.450000000000003,3.9,2.0
28-10-24,36.0,0.0,82.5,27.299999999999997,7.85,2.5
29-10-24,28.0,0.0,81.5,28.7,7.0,1.5
30-10-24,44.0,1.0,86.0,28.15,4.6,1.5
31-10-24,44.0,0.0,88.0,27.25,2.0,1.85
01-11-24,25.0,0.0,88.0,26.15,3.35,1.85
02-11-24,40.0,0.0,86.0,26.4,6.25,1.5
03-11-24,31.0,0.0,84.0,26.15,7.550000000000001,1.5
04-11-24,33.0,0.0,82.5,26.6,8.399999999999999,1.5
05-11-24,39.0,0.0,84.0,26.45,7.9,3.0
06-11-24,45.0,3.5,85.0,24.4,4.1,3.5
07-11-24,40.0,0.0,86.0,25.6,8.05,0.5
08-11-24,20.0,0.0,82.0,25.25,9.1,2.0
09-11-24,41.0,0.0,81.5,25.0,9.5,1.25
10-11-24,48.0,0.0,79.0,25.299999999999997,9.350000000000001,2.75
11-11-24,45.0,0.0,80.5,24.75,9.4,0.65
12-11-24,43.0,0.0,80.5,24.5,8.4,1.5
13-11-24,35.0,0.0,80.5,23.7,8.75,3.0
14-11-24,35.0,0.0,81.0,24.299999999999997,8.1,2.75
15-11-24,20.0,0.0,80.5,24.4,8.25,2.5
16-11-24,46.0,0.0,83.5,23.450000000000003,6.75,0.5
17-11-24,44.0,0.0,85.0,22.700000000000003,4.45,0.5
18-11-24,36.0,0.0,81.0,22.7,8.5,2.5
19-11-24,35.0,0.0,79.0,22.45,9.15,2.1
20-11-24,36.0,0.0,78.5,22.799999999999997,7.8999999999999995,0.5
21-11-24,39.0,0.0,80.5,22.049999999999997,7.4,0.5
22-11-24,22.0,0.0,80.5,22.1,6.6,0.5
23-11-24,27.0,0.0,82.0,21.75,7.1,1.0
24-11-24,35.0,0.0,81.0,21.6,6.7,1.5
25-11-24,41.0,0.0,78.5,21.9,6.55,1.25
26-11-24,38.0,0.0,83.0,20.950000000000003,6.25,1.5
27-11-24,37.0,0.0,79.0,21.25,8.35,0.5
28-11-24,18.0,0.0,77.5,21.05,8.899999999999999,1.35
29-11-24,22.0,0.0,77.5,22.7,9.0,1.75
30-11-24,18.0,0.0,74.0,23.25,8.0,3.0
01-12-24,33.0,0.0,77.0,21.4,7.4,1.5
02-12-24,18.0,0.0,79.5,20.85,8.0,1.5
03-12-24,30.0,0.0,77.5,20.700000000000003,8.3,1.6
04-12-24,22.0,0.0,79.5,20.2,7.65,1.0
05-12-24,17.0,0.0,85.0,20.1,2.85,1.75
06-12-24,10.0,0.0,81.0,18.700000000000003,5.0,1.0
07-12-24,18.0,0.0,81.0,17.8,6.6,2.1
08-12-24,20.0,0.0,86.0,17.75,5.550000000000001,1.0
09-12-24,7.0,0.0,88.0,18.799999999999997,3.2,1.5
10-12-24,12.0,0.0,83.0,18.85,5.35,2.25
11-12-24,13.0,0.0,86.0,18.4,3.8,2.35
12-12-24,7.0,0.0,86.0,18.4,3.65,2.2
13-12-24,8.0,0.0,92.5,17.4,2.9,1.45
14-12-24,6.0,0.0,91.5,16.95,3.45,2.5
15-12-24,15.0,0.0,83.0,17.65,6.45,1.0
16-12-24,7.0,0.0,77.0,18.35,8.8,2.15
17-12-24,10.0,0.0,78.5,18.950000000000003,7.85,2.1
18-12-24,9.0,0.0,80.5,17.85,5.8,2.5
19-12-24,16.0,0.0,80.0,18.0,7.1,1.5
20-12-24,3.0,0.0,84.0,18.0,3.65,0.5
21-12-24,5.0,0.0,85.5,18.15,3.8499999999999996,1.0
22-12-24,7.0,0.0,87.0,18.15,4.6,1.8499999999999999
23-12-24,4.0,0.0,80.0,18.45,7.6,1.5
24-12-24,1.0,0.0,78.5,18.25,8.05,1.75
25-12-24,5.0,0.0,79.0,18.55,6.85,1.5
26-12-24,2.0,0.0,78.5,19.15,7.1,1.75
27-12-24,2.0,0.0,80.0,19.0,7.45,1.75
28-12-24,3.0,0.0,79.0,18.9,7.1,1.0
29-12-24,4.0,0.0,82.0,18.85,6.699999999999999,1.0
30-12-24,1.0,0.0,79.5,19.55,6.85,2.65
31-12-24,1.0,0.0,85.5,18.2,3.8,2.3
